s,DDR3_A3_U4.N2_NoTerm,DDR3_A3_U5.N2_NoTerm,DDR3_A3_U2.L4_NoTerm
4.97175944857986E-9,0.12880527973175,0.127545967698097,0.0167671740055084
4.98604624254995E-9,0.121998965740204,0.122699752449989,0.0197446495294571
5.00033259243082E-9,0.114809237420559,0.117853693664074,0.0227220319211483
5.01461938640091E-9,0.107286788523197,0.113007478415966,0.0256995055824518
5.028906180371E-9,0.0996437296271324,0.108161263167858,0.0286769811064005
5.04319253025187E-9,0.091981828212738,0.10158384591341,0.0302969999611378
5.05747932422196E-9,0.0844297483563423,0.0950062274932861,0.0319170691072941
5.07176611819204E-9,0.0770179331302643,0.0884286090731621,0.0335371419787407
5.08605291216213E-9,0.0698303207755089,0.081850990653038,0.035157211124897
5.10033926204301E-9,0.0628622844815254,0.0739010125398636,0.0367772318422794
5.11462605601309E-9,0.0561755634844303,0.06595079600811,0.0383973009884357
5.12891284998318E-9,0.0497405044734478,0.0580005720257759,0.0400173701345921
5.14319919986406E-9,0.0435457937419415,0.0500505976378918,0.0416373908519745
5.15748599383414E-9,0.0375430025160313,0.0417492799460888,0.0419602617621422
5.17177278780423E-9,0.0316945798695087,0.0334479659795761,0.0422831363976002
5.18605913768511E-9,0.0259618498384953,0.0251469071954489,0.0426059998571873
5.20034593165519E-9,0.0203327983617783,0.016845591366291,0.042928870767355
5.21463272562528E-9,0.0147806135937572,0.00955294910818338,0.0432517416775227
5.22891951959537E-9,0.00925584975630045,0.00226030708290637,0.0435746163129807
5.24320586947624E-9,0.00373755255714059,-0.00503210816532373,0.0438974797725677
5.25749266344633E-9,-0.00178428809158504,-0.0123247504234314,0.0442203506827354
5.27177945741641E-9,-0.00732224201783538,-0.01777358725667,0.0432161465287209
5.28606580729729E-9,-0.012960939668119,-0.0232222564518452,0.0422119721770287
5.30035260126738E-9,-0.0187054183334112,-0.0286710932850838,0.0412077680230141
5.31463939523746E-9,-0.0245213806629181,-0.0341199301183224,0.0402035638689995
5.32892618920755E-9,-0.0303681027144194,-0.0378658547997475,0.0391993597149849
5.34321253908843E-9,-0.0360998027026653,-0.0416116639971733,0.0381951853632927
5.35749933305851E-9,-0.0416911244392395,-0.0453575924038887,0.0371909812092781
5.3717861270286E-9,-0.0471436120569706,-0.0491035170853138,0.0361867770552635
5.38607247690948E-9,-0.0524447299540043,-0.0517148710787296,0.0343900211155415
5.40035927087956E-9,-0.0572923794388771,-0.0543263107538223,0.0325932092964649
5.41464606484965E-9,-0.0616786703467369,-0.0569377467036247,0.0307963993400335
5.42893285881973E-9,-0.0656823739409447,-0.0595491826534271,0.028999587520957
5.44321920870061E-9,-0.0693435370922089,-0.0615584477782249,0.0272028315812349
5.4575060026707E-9,-0.0722567066550255,-0.0635677725076675,0.0254060216248035
5.47179279664078E-9,-0.074442520737648,-0.0655771046876907,0.023609209805727
5.48607914652166E-9,-0.0760753527283669,-0.0675863698124886,0.0218124538660049
5.50036594049175E-9,-0.0772800073027611,-0.0691912397742271,0.0198691617697477
5.51465273446183E-9,-0.0778670608997345,-0.0707961171865463,0.0179258696734905
5.52893952843192E-9,-0.0779012963175774,-0.0724009871482849,0.0159825757145882
5.5432258783128E-9,-0.0775561034679413,-0.0740058124065399,0.0140393441542983
5.55751267228288E-9,-0.0769297629594803,-0.0747960135340691,0.0120960520580411
5.57179946625297E-9,-0.0758640766143799,-0.0755862146615982,0.0101527590304613
5.58608581613385E-9,-0.074403204023838,-0.076376385986805,0.00820952747017145
5.60037261010393E-9,-0.0727157294750214,-0.0771665871143341,0.00626623490825295
5.61465940407402E-9,-0.0708970949053764,-0.076472245156765,0.00456237513571978
5.62894575395489E-9,-0.0689879134297371,-0.0757779181003571,0.00285856844857335
5.64323254792498E-9,-0.0670251250267029,-0.0750835686922073,0.00115470867604017
5.65751934189507E-9,-0.0650925934314728,-0.0743892267346382,-0.000549151096493006
5.67180613586515E-9,-0.0632055327296257,-0.0720173567533493,-0.00225301086902618
5.68609248574603E-9,-0.061319962143898,-0.0696455538272858,-0.00395681755617261
5.70037927971612E-9,-0.0594263933598995,-0.0672736838459969,-0.00566067732870579
5.7146660736862E-9,-0.0575636513531208,-0.0649018138647079,-0.00736453710123897
5.72895242356708E-9,-0.0557302013039589,-0.0612761303782463,-0.00855067931115627
5.74323921753717E-9,-0.0538557060062885,-0.0576503351330757,-0.00973685830831528
5.75752601150725E-9,-0.0519282929599285,-0.0540245398879051,-0.0109230373054743
5.77181280547734E-9,-0.049973800778389,-0.0503987446427345,-0.0121092172339559
5.78609915535822E-9,-0.0479833409190178,-0.0464453883469105,-0.0132953589782119
5.8003859493283E-9,-0.0457790717482567,-0.0424919091165066,-0.0144815379753709
5.81467274329839E-9,-0.043348453938961,-0.0385384298861027,-0.0156677179038525
5.82895909317926E-9,-0.0407467409968376,-0.0345850735902786,-0.0168538596481085
5.84324588714935E-9,-0.0380018651485443,-0.0310915801674128,-0.0173267014324665
5.85753268111944E-9,-0.0349621959030628,-0.0275980867445469,-0.0177995432168245
5.87181947508952E-9,-0.0316405296325684,-0.024104593321681,-0.0182723868638277
5.8861058249704E-9,-0.0281242653727531,-0.0206112079322338,-0.0187452137470245
5.90039261894049E-9,-0.0244675502181053,-0.0178160835057497,-0.0192180555313826
5.91467941291057E-9,-0.0206214319914579,-0.0150209572166204,-0.0196908973157406
5.92896576279145E-9,-0.0166116952896118,-0.0122259194031358,-0.0201637260615826
5.94325255676154E-9,-0.0125183630734682,-0.00943079404532909,-0.0206365678459406
5.95753935073162E-9,-0.00839336588978767,-0.00706930225715041,-0.0204613618552685
5.9718257006125E-9,-0.00434397207573056,-0.00470788404345512,-0.0202861614525318
5.98611249458258E-9,-0.000393398921005428,-0.00234639248810709,-0.0201109573245049
6.00039928855267E-9,0.00343216955661774,1.50990745169111E-5,-0.0199357513338327
6.01468608252276E-9,0.00712276203557849,0.00239453790709376,-0.0197605453431606
6.02897243240363E-9,0.0104876961559057,0.00477390270680189,-0.019585344940424
6.04325922637372E-9,0.0135284913703799,0.0071533415466547,-0.019410140812397
6.05754602034381E-9,0.0162930935621262,0.00953278038650751,-0.0192349348217249
6.07183237022468E-9,0.0188271142542362,0.0121084405109286,-0.0186023060232401
6.08611916419477E-9,0.0209982171654701,0.0146841816604137,-0.0179696585983038
6.10040595816486E-9,0.0228357836604118,0.0172599218785763,-0.0173370093107224
6.11469275213494E-9,0.0244211368262768,0.0198356620967388,-0.0167043618857861
6.12897910201582E-9,0.0258118361234665,0.0223057623952627,-0.0160717330873013
6.14326589598591E-9,0.0269244089722633,0.0247759409248829,-0.0154390847310424
6.15755268995599E-9,0.0277899894863367,0.0272461175918579,-0.0148064373061061
6.17183903983687E-9,0.0284981280565262,0.0297162178903818,-0.0141738085076213
6.18612583380695E-9,0.029106954112649,0.031471062451601,-0.013287216424942
6.20041262777704E-9,0.0296482406556606,0.0332259051501751,-0.0124006243422627
6.21469942174713E-9,0.0301480051130056,0.0349807478487492,-0.0115140322595835
6.228985771628E-9,0.0306508596986532,0.036735538393259,-0.0106274681165814
6.24327256559809E-9,0.0311684645712376,0.0373388007283211,-0.00974087603390217
6.25755935956818E-9,0.0316893458366394,0.0379420593380928,-0.0088542839512229
6.27184570944905E-9,0.0322113446891308,0.038545299321413,-0.00796771887689829
6.28613250341914E-9,0.0327521115541458,0.0391485616564751,-0.0070811272598803
6.30041929738923E-9,0.0333092622458935,0.0386202894151211,-0.0061884387396276
6.31470609135931E-9,0.0338438898324966,0.0380920134484768,-0.00529575068503618
6.32899244124019E-9,0.0343484245240688,0.037563756108284,-0.00440308963879943
6.34327923521028E-9,0.0348289720714092,0.03703548386693,-0.00351040135137737
6.35756602918036E-9,0.0352726951241493,0.0358621664345264,-0.00261771306395531
6.37185237906124E-9,0.0355247035622597,0.0346888825297356,-0.00172505236696452
6.38613917303132E-9,0.0355741195380688,0.0335155613720417,-0.000832363963127136
6.40042596700141E-9,0.035461213439703,0.0323422439396381,6.03244225203525E-5
6.41471231688229E-9,0.0352086797356606,0.0310969818383455,0.000780330272391438
6.42899911085237E-9,0.0346727818250656,0.0298516806215048,0.00150035845581442
6.44328590482246E-9,0.0338648967444897,0.028606379404664,0.0022203866392374
6.45757269879255E-9,0.0328558534383774,0.0273610781878233,0.00294041493907571
6.47185904867342E-9,0.0316873826086521,0.0263403430581093,0.00366042065434158
6.48614584264351E-9,0.030241996049881,0.0253195762634277,0.00438044872134924
6.5004326366136E-9,0.0285400245338678,0.0242988113313913,0.00510047702118754
6.51471898649447E-9,0.0266694705933332,0.0232780762016773,0.00582048296928406
6.52900578046456E-9,0.024687297642231,0.0223553739488125,0.00624439772218466
6.54329257443464E-9,0.0226029846817255,0.0214326698333025,0.00666831247508526
6.55757936840473E-9,0.020443232730031,0.0205099675804377,0.00709222722798586
6.57186571828561E-9,0.0182672701776028,0.0195872932672501,0.00751612894237041
6.58615251225569E-9,0.0161039810627699,0.0184286404401064,0.00794004369527102
6.60043930622578E-9,0.0140187861397862,0.0172699894756079,0.00836395844817162
6.61472565610666E-9,0.0120200952515006,0.016111372038722,0.00878786016255617
6.62901245007674E-9,0.0101208621636033,0.0149527201429009,0.00921177491545677
6.64329924404683E-9,0.0083174342289567,0.0133202401921153,0.00931710563600063
6.65758603801692E-9,0.00668568117544055,0.0116877611726522,0.00942243542522192
6.67187238789779E-9,0.00521731609478593,0.0100553324446082,0.00952776242047548
6.68615918186788E-9,0.00388788734562695,0.00842285249382257,0.00963309314101934
6.70044597583797E-9,0.0026698240544647,0.00645720632746816,0.00973842386156321
6.71473232571884E-9,0.0015917846467346,0.00449162116274238,0.00984375085681677
6.72901911968893E-9,0.000634762458503246,0.0025259752292186,0.00994908064603806
6.74330591365901E-9,-0.000239202825468965,0.000560329004656523,0.0100544113665819
6.7575927076291E-9,-0.00106090493500233,-0.00130603997968137,0.00985844060778618
6.77187905750998E-9,-0.00187222671229392,-0.00317235104739666,0.00966247543692589
6.78616585148006E-9,-0.00268935272470117,-0.00503872008994222,0.00946650467813015
6.80045264545015E-9,-0.00352667178958654,-0.00690508913248777,0.00927053298801184
6.81473899533103E-9,-0.0043899230659008,-0.00823703687638044,0.00907456781715155
6.82902578930111E-9,-0.00531914085149765,-0.0095690255984664,0.00887859705835581
6.8433125832712E-9,-0.00631458079442382,-0.0109010143205523,0.00868262629956007
6.85759893315208E-9,-0.00736797600984573,-0.012232962064445,0.00848666112869978
6.87188572712216E-9,-0.0084674172103405,-0.0128609808161855,0.00810405239462852
6.88617252109225E-9,-0.00961699988692999,-0.0134889995679259,0.00772144459187984
6.90045931506234E-9,-0.0108074881136417,-0.0141170183196664,0.00733883632346988
6.91474566494321E-9,-0.0120209576562047,-0.0147450175136328,0.00695624016225338
6.9290324589133E-9,-0.0132379475980997,-0.0148561578243971,0.00657363142818213
6.94331925288338E-9,-0.0143758682534099,-0.0149672981351614,0.00619102315977216
6.95760560276426E-9,-0.0154233071953058,-0.015078435651958,0.00580842699855566
6.97189239673435E-9,-0.016386441886425,-0.0151895759627223,0.00542581873014569
6.98617919070443E-9,-0.0172694083303213,-0.0151588767766953,0.00499261310324073
7.00046598467452E-9,-0.0179719571024179,-0.0151281766593456,0.00455940794199705
7.0147523345554E-9,-0.0184973422437906,-0.0150974784046412,0.00412621581926942
7.02903912852548E-9,-0.0188791956752539,-0.0150667792186141,0.00369301019236445
7.04332592249557E-9,-0.019139165058732,-0.0151494331657887,0.00325980479829013
7.05761227237645E-9,-0.0191696509718895,-0.0152320852503181,0.00282661290839314
7.07189906634653E-9,-0.0189830400049686,-0.0153147401288152,0.00239340728148818
7.08618586031662E-9,-0.0186404678970575,-0.0153973940759897,0.00196020188741386
7.1004726542867E-9,-0.0181844998151064,-0.0155503954738379,0.00155820208601654
7.11475900416758E-9,-0.0175921190530062,-0.0157033931463957,0.00115621474105865
7.12904579813767E-9,-0.0168849769979715,-0.0158563945442438,0.000754214881453663
7.14333259210775E-9,-0.0161149650812149,-0.0160093959420919,0.000352215021848679
7.15761894198863E-9,-0.0153106618672609,-0.0159793347120285,-4.97723231092095E-5
7.17190573595872E-9,-0.0144884493201971,-0.0159492734819651,-0.000451772153610364
7.1861925299288E-9,-0.0136593962088227,-0.0159192122519016,-0.000853771984111518
7.20047932389889E-9,-0.0128506263718009,-0.0158891510218382,-0.0012557718437165
7.21476567377977E-9,-0.0120724337175488,-0.0154162663966417,-0.00155007024295628
7.22905246774985E-9,-0.0113690616562963,-0.0149433668702841,-0.00184437783900648
7.24333926171994E-9,-0.0107411658391356,-0.0144704664126039,-0.00213868543505669
7.25762561160082E-9,-0.0101857902482152,-0.0139975817874074,-0.00243298383429646
7.2719124055709E-9,-0.00969037320464849,-0.0130669325590134,-0.00272729154676199
7.28619919954099E-9,-0.0092603387311101,-0.0121362842619419,-0.00302159902639687
7.30048554942186E-9,-0.00888471771031618,-0.0112056648358703,-0.00331589765846729
7.31477234339195E-9,-0.00854906439781189,-0.0102750156074762,-0.00361020513810217
7.32905913736204E-9,-0.00823782477527857,-0.00913624279201031,-0.00373479654081166
7.34334593133212E-9,-0.00791480951011181,-0.00799746904522181,-0.0038593877106905
7.357632281213E-9,-0.00757044740021229,-0.00685873162001371,-0.0039839749224484
7.37191907518309E-9,-0.00720093306154013,-0.0057199583388865,-0.00410856632515788
7.38620586915317E-9,-0.00680195167660713,-0.00471731182187796,-0.00423315772786736
7.40049221903405E-9,-0.00631192792207003,-0.00371469603851438,-0.00435774493962526
7.41477901300414E-9,-0.00572921428829432,-0.00271204928867519,-0.00448233634233475
7.42906580697422E-9,-0.00507124606519938,-0.001709402538836,-0.00460692774504423
7.44335260094431E-9,-0.00435228738933802,-0.00105660781264305,-0.00458119716495275
7.45763895082519E-9,-0.00353988166898489,-0.00040383348823525,-0.00455546751618385
7.47192530070606E-9,-0.00264289742335677,0.000248940894380212,-0.00452973786741495
7.48621253876536E-9,-0.00168908247724175,0.000901755876839161,-0.00450400682166219
7.50049888864623E-9,-0.000699101947247982,0.00124100304674357,-0.00447827717289329
7.51478612670553E-9,0.000306726986309513,0.00158027140423656,-0.00445254566147923
7.52907247658641E-9,0.00131759024225175,0.00191951857414097,-0.00442681601271033
7.54335882646728E-9,0.00231659202836454,0.00225876574404538,-0.00440108636394143
7.55764606452658E-9,0.00329362973570824,0.0025160142686218,-0.00427798787131906
7.57193241440746E-9,0.004191555082798,0.00277324696071446,-0.00415489682927728
7.58621876428833E-9,0.00500666070729494,0.00303047965280712,-0.00403180625289679
7.60050600234763E-9,0.00574405724182725,0.00328772817738354,-0.00390870776027441
7.61479235222851E-9,0.00640970282256603,0.00366491195745766,-0.00378561671823263
7.62907870210938E-9,0.00693104835227132,0.00404209550470114,-0.0036625259090215
7.64336594016868E-9,0.00731354858726263,0.00441930256783962,-0.00353942741639912
7.65765229004955E-9,0.00758819468319416,0.00479648634791374,-0.00341633660718799
7.67193863993043E-9,0.0077796601690352,0.00530886091291904,-0.00322399311698973
7.68622587798973E-9,0.00786159094423056,0.00582126714289188,-0.00303163751959801
7.7005122278706E-9,0.00784802902489901,0.00633364170789719,-0.00283929402939975
7.7147994659299E-9,0.00777233531698585,0.00684604793787003,-0.00264693866483867
7.72908581581078E-9,0.00765584921464324,0.00731943733990192,-0.00245459494180977
7.74337216569165E-9,0.00750328972935677,0.00779282627627254,-0.00226225145161152
7.75765940375095E-9,0.00732463272288442,0.00826624501496553,-0.00206989608705044
7.77194575363183E-9,0.00714189605787396,0.00873963441699743,-0.00187755248043686
7.7862321035127E-9,0.00696636363863945,0.00893555022776127,-0.00166337355040014
7.800519341572E-9,0.00682952767238021,0.00913147907704115,-0.00144918134901673
7.81480569145288E-9,0.006734658498317,0.00932739581912756,-0.00123500253539532
7.82909204133375E-9,0.00668285088613629,0.0095233116298914,-0.0010208236053586
7.84337927939305E-9,0.0066680908203125,0.00934107135981321,-0.000806631403975189
7.85766562927392E-9,0.00669845566153526,0.00915884226560593,-0.000592452532146126
7.8719519791548E-9,0.00676779355853796,0.00897661410272121,-0.000378273631213233
7.8862392172141E-9,0.00686695519834757,0.00879437383264303,-0.000164081429829821
7.90052556709497E-9,0.00698541151359677,0.00834060925990343,3.7402624002425E-6
7.91481191697585E-9,0.0071010566316545,0.00788684468716383,0.000171561958268285
7.92909915503515E-9,0.00720701832324266,0.00743305217474699,0.000339394086040556
7.94338550491602E-9,0.00729853333905339,0.00697928760200739,0.000507215794641525
7.95767274297532E-9,0.00736989453434944,0.00648299045860767,0.000675047922413796
7.9719590928562E-9,0.00736574549227953,0.00598672404885292,0.000842869572807103
7.98624544273707E-9,0.00728325406089425,0.00549045810475945,0.00101069128140807
8.00053268079637E-9,0.00713561521843076,0.00499416096135974,0.00117852340918034
8.01481903067724E-9,0.00693318666890264,0.00464803213253617,0.00127711624372751
8.02910538055812E-9,0.00663626473397017,0.00430190330371261,0.00137570896185935
8.04339261861742E-9,0.00625124154612422,0.00395575305446982,0.00147430796641856
8.05767896849829E-9,0.00580225512385368,0.00360962399281561,0.0015729006845504
8.07196531837917E-9,0.00530607625842094,0.0034437389113009,0.00167149351909757
8.08625255643847E-9,0.00475019682198763,0.00327784358523786,0.00177009252365679
8.10053890631934E-9,0.00414345972239971,0.00311195873655379,0.00186868524178863
8.11482525620022E-9,0.00350942835211754,0.00294607365503907,0.00196727807633579
8.12911249425952E-9,0.0028632169123739,0.00282136094756424,0.0020050045568496
8.14339884414039E-9,0.00223138835281134,0.00269665569067001,0.00204272847622633
8.15768608219969E-9,0.00162068265490234,0.00257194298319519,0.00208045495674014
8.17197243208057E-9,0.00103994156233966,0.0024472379591316,0.00211817887611687
8.18625878196144E-9,0.000491894199512899,0.00220373156480491,0.00215590302832425
8.20054602002074E-9,1.85906610568054E-5,0.00196021003648639,0.00219362927600741
8.21483236990161E-9,-0.000380848621716723,0.00171670375857502,0.00223135342821479
8.22911871978249E-9,-0.000717328977771103,0.00147319736424834,0.00226907734759152
8.24340595784179E-9,-0.00100228015799075,0.00105521897785366,0.0022390924859792
8.25769230772266E-9,-0.00121411308646202,0.000637266493868083,0.00220910948701203
8.27197865760354E-9,-0.00136052793823183,0.000219314082642086,0.00217912648804486
8.28626589566284E-9,-0.00145975162740797,-0.000198664332856424,0.00214914139360189
8.30055224554371E-9,-0.0015258570201695,-0.000692329020239413,0.00211915839463472
8.31483859542459E-9,-0.0015628106193617,-0.00118599366396666,0.00208917539566755
8.32912583348389E-9,-0.00157829711679369,-0.00167968904133886,0.00205919053405523
8.34341218336476E-9,-0.00158625934273005,-0.0021733536850661,0.00202920753508806
8.35769853324564E-9,-0.00159533345140517,-0.00255515752360225,0.00194165529683232
8.37198577130494E-9,-0.00163097074255347,-0.0029369848780334,0.00185409770347178
8.38627212118581E-9,-0.00169655994977802,-0.00331878871656954,0.00176654546521604
8.40055935924511E-9,-0.00179249932989478,-0.0037006160710007,0.0016789878718555
8.41484570912598E-9,-0.00191579933743924,-0.00384351331740618,0.00159143575001508
8.42913205900686E-9,-0.00208345940336585,-0.0039864107966423,0.00150388351175934
8.44341929706616E-9,-0.00229218136519194,-0.0041293166577816,0.0014163259183988
8.45770564694703E-9,-0.00253261812031269,-0.00427221413701773,0.00132877368014306
8.47199199682791E-9,-0.00279567460529506,-0.00419361609965563,0.00122883508447558
8.48627923488721E-9,-0.00307444203644991,-0.00411501294001937,0.00112889031879604
8.50056558476808E-9,-0.00336319673806429,-0.00403641490265727,0.00102895172312856
8.51485193464896E-9,-0.00365351885557175,-0.00395781686529517,0.000929013185668737
8.52913917270826E-9,-0.00393812730908394,-0.00379158207215369,0.000829068419989198
8.54342552258913E-9,-0.00418048212304711,-0.00362535752356052,0.000729129824321717
8.55771187247001E-9,-0.00437696510925889,-0.00345913274213672,0.000629191228654236
8.5719991105293E-9,-0.00453208247199655,-0.00329289794899523,0.000529246462974697
8.58628546041018E-9,-0.00465012900531292,-0.00319072185084224,0.000442532065790147
8.60057269846948E-9,-0.00469691166654229,-0.00308853946626186,0.000355812284396961
8.61485904835035E-9,-0.00467558903619647,-0.00298636360093951,0.000269097887212411
8.62914539823123E-9,-0.00460122572258115,-0.00288418750278652,0.00018238349002786
8.64343263629053E-9,-0.00448474567383528,-0.00289977365173399,9.56637086346745E-5
8.6577189861714E-9,-0.00430378969758749,-0.00291535863652825,8.94931326911319E-6
8.67200533605228E-9,-0.00406458461657166,-0.00293094362132251,-7.77650784584694E-5
8.68629257411158E-9,-0.00378719670698047,-0.00294652977026999,-0.000164484867127612
8.70057892399245E-9,-0.00348542560823262,-0.00300155254080892,-0.000235934392549098
8.71486527387333E-9,-0.00316861015744507,-0.00305657554417849,-0.000307383917970583
8.72915251193263E-9,-0.00284350104629993,-0.00311160180717707,-0.000378837896278128
8.7434388618135E-9,-0.00252216961234808,-0.00316662457771599,-0.000450287421699613
8.75772521169438E-9,-0.00221050623804331,-0.00313630397431552,-0.000521736976224929
8.77201244975367E-9,-0.00193185219541192,-0.00310598127543926,-0.000593190954532474
8.78629879963455E-9,-0.00168768374715,-0.00307566043920815,-0.000664640450850129
8.80058514951543E-9,-0.0014767749235034,-0.00304533983580768,-0.000736090005375445
8.81487238757472E-9,-0.00129516911692917,-0.0028526303358376,-0.000775269814766943
8.8291587374556E-9,-0.00115992478094995,-0.00265993271023035,-0.000814447179436684
8.8434459755149E-9,-0.0010674293152988,-0.00246722297742963,-0.000853626988828182
8.85773232539577E-9,-0.0010082726366818,-0.00227452535182238,-0.000892804353497922
8.87201867527665E-9,-0.000973587681073695,-0.00195729313418269,-0.000931981718167663
8.88630591333595E-9,-0.000960709527134895,-0.00164004100952297,-0.000971161527559161
8.90059226321682E-9,-0.00096373853739351,-0.00132280879188329,-0.0010103388922289
8.9148786130977E-9,-0.000974986876826733,-0.00100557645782828,-0.00104951625689864
8.92916585115699E-9,-0.000987482606433332,-0.000692505447659642,-0.00104520830791444
8.94345220103787E-9,-0.000981311313807964,-0.000379453937057406,-0.0010409007081762
8.95773855091875E-9,-0.000953954935539514,-6.64024046272971E-5,-0.00103659310843796
8.97202578897804E-9,-0.000904860906302929,0.000246668583713472,-0.00103228515945375
8.98631213885892E-9,-0.000835032667964697,0.000438134302385151,-0.00102797755971551
9.0005984887398E-9,-0.000722858705557883,0.000629600021056831,-0.00102366995997727
9.01488572679909E-9,-0.000569815107155591,0.000821077614091337,-0.00101936201099306
9.02917207667997E-9,-0.000384709885111079,0.00101254333276302,-0.00101505441125482
9.04345931473927E-9,-0.000175222579855472,0.00105466262903064,-0.00098653428722173
9.05774566462014E-9,6.26356340944767E-5,0.00109677948057652,-0.000958015967626125
9.07203201450102E-9,0.000324180349707603,0.00113889621570706,-0.000929497589822859
9.08631925256032E-9,0.000599313294515014,0.00118101551197469,-0.000900977465789765
9.10060560244119E-9,0.000880435982253402,0.00114262080751359,-0.00087245914619416
9.11489195232207E-9,0.00114950584247708,0.00110422598663718,-0.000843940768390894
9.12917919038136E-9,0.00140273582655936,0.00106582883745432,-0.0008154206443578
9.14346554026224E-9,0.0016377359861508,0.00102743413299322,-0.000786902324762195
9.15775189014312E-9,0.00185391097329557,0.00102001568302512,-0.000749427184928209
9.17203912820241E-9,0.00202677608467638,0.00101259676739573,-0.000711949774995446
9.18632547808329E-9,0.00215682690031826,0.00100517831742764,-0.000674474635161459
9.20061182796417E-9,0.00225068698637187,0.000997759867459536,-0.000636999553535134
9.21489906602346E-9,0.00231401273049414,0.00108020554762334,-0.00059952208539471
9.22918541590434E-9,0.00232600886374712,0.00116264610551298,-0.000562046945560724
9.24347176578522E-9,0.00229042954742908,0.00124508677981794,-0.000524571863934398
9.25775900384451E-9,0.00222072517499328,0.00132753245998174,-0.000487094395793974
9.27204535372539E-9,0.00212697824463248,0.00146369705908,-0.00043978777830489
9.28633259178469E-9,0.00201038550585508,0.00159987004008144,-0.000392478221328929
9.30061894166556E-9,0.00187631160952151,0.00173603463917971,-0.000345171632943675
9.31490529154644E-9,0.00173508480656892,0.00187219923827797,-0.00029786501545459
9.32919252960573E-9,0.00159274588804692,0.00197072862647474,-0.00025055545847863
9.34347887948661E-9,0.00146300392225385,0.0020692516118288,-0.00020324885554146
9.35776522936749E-9,0.00134817860089242,0.00216777483001351,-0.000155942238052376
9.37205246742678E-9,0.00125032349023968,0.00226630410179496,-0.000108632688352372
9.38633881730766E-9,0.00116889295168221,0.00224670022726059,-6.43905586912297E-5
9.40062516718854E-9,0.00111797417048365,0.00222709635272622,-2.01484235731186E-5
9.41491240524783E-9,0.00109618692658842,0.00220749108120799,2.40964600379812E-5
9.42919875512871E-9,0.00109841348603368,0.00218788720667362,6.83385878801346E-5
9.44348510500959E-9,0.00111909920815378,0.00204728520475328,0.000112580724817235
9.45777234306888E-9,0.00115902617108077,0.00190667435526848,0.000156825612066314
9.47205869294976E-9,0.00121447956189513,0.00176607235334814,0.000201067741727456
9.48634504283064E-9,0.00127909297589213,0.00162547035142779,0.000245309871388599
9.50063228088993E-9,0.00134776241611689,0.00144083553459495,0.000268943811533973
9.51491863077081E-9,0.00140728254336864,0.00125621212646365,0.000292576267383993
9.5292058688301E-9,0.0014549782499671,0.00107157730963081,0.000316210207529366
9.54349221871098E-9,0.00148948875721544,0.00088695390149951,0.000339842692483217
9.55777856859186E-9,0.00151018833275884,0.00075087376171723,0.000363475148333237
9.57206580665115E-9,0.00149683514609933,0.000614785181824118,0.00038710908847861
9.58635215653203E-9,0.00144965958315879,0.000478705071145669,0.00041074157343246
9.60063850641291E-9,0.0013750804355368,0.000342624960467219,0.00043437402928248
9.6149257444722E-9,0.00127862847875804,0.000299600040307269,0.000441547977970913
9.62921209435308E-9,0.00115115684457123,0.00025657779769972,0.000448721460998058
9.64349844423396E-9,0.000996088259853423,0.000213555569644086,0.000455894973129034
9.65778568229325E-9,0.00082248158287257,0.000170530649484135,0.000463068921817467
9.67207203217413E-9,0.00063692859839648,0.000191621656995267,0.000470242404844612
9.686358382055E-9,0.000444879347924143,0.000212712664506398,0.000477415916975588
9.7006456201143E-9,0.000249730830546468,0.000233804996241815,0.00048458983656019
9.71493196999518E-9,5.70841475564521E-5,0.000254896003752947,0.000491763348691165
9.72921920805447E-9,-0.00012988866365049,0.000261916109593585,0.000489578524138778
9.74350555793535E-9,-0.00029569715843536,0.000268935749772936,0.000487393845105544
9.75779190781623E-9,-0.000439269613707438,0.000275955419056118,0.000485209166072309
9.77207914587552E-9,-0.000561782042495906,0.000282975524896756,0.000483024341519922
9.7863654957564E-9,-0.000665250467136502,0.000219626279431395,0.000480839633382857
9.80065184563728E-9,-0.000733829976525158,0.000156277033966035,0.000478654954349622
9.81493908369657E-9,-0.000769378850236535,9.29238376556896E-5,0.000476470129797235
9.82922543357745E-9,-0.000779529567807913,2.9574592190329E-5,0.000474285450764
9.84351178345833E-9,-0.000770668208133429,-9.69408210949041E-5,0.000457856862340122
9.85779902151762E-9,-0.000740513205528259,-0.000223464099690318,0.000441427226178348
9.8720853713985E-9,-0.000692778907250613,-0.000349979527527466,0.00042499863775447
9.88637172127937E-9,-0.000634916010312736,-0.000476494926260784,0.000408570049330592
9.90065895933867E-9,-0.000571970420423895,-0.000605696579441428,0.000392140442272648
9.91494530921955E-9,-0.000512553320731968,-0.000734890229068696,0.00037571185384877
9.92923165910042E-9,-0.000459008733741939,-0.000864083878695965,0.000359283236321062
9.94351889715972E-9,-0.000413950299844146,-0.000993285560980439,0.000342853629263118
9.9578052470406E-9,-0.000378162279957905,-0.00105395587161183,0.000342853629263118
9.97209248509989E-9,-0.000363417173502967,-0.00111463002394885,0.000342853658366948
9.98637883498077E-9,-0.000368135661119595,-0.00117530033458024,0.000342853658366948
1.00006651848616E-8,-0.000392396759707481,-0.00123597064521164,0.000342853687470779
