s,DDR3_A3_U4.N2_NoTerm,DDR3_A3_U5.N2_NoTerm,DDR3_A3_U2.L4_NoTerm
2.05727967994562E-9,-1.43715055855864E-6,1.837879381128E-6,0.0399288386106491
2.07156647391571E-9,-1.0383108701717E-6,1.83740462489368E-6,0.0747357234358788
2.08585304584119E-9,7.66999690426928E-8,1.83692986865935E-6,0.109542071819305
2.10013983981128E-9,8.72388028483329E-8,1.83645511242503E-6,0.144348949193954
2.11442641173676E-9,2.1210125566995E-7,1.8359803561907E-6,0.179155290126801
2.12871298366224E-9,7.48856564314337E-7,1.56451301336347E-6,0.213961645960808
2.14299977763233E-9,8.05810145720898E-7,1.29304146412323E-6,0.248768523335457
2.15728634955781E-9,6.07211495662341E-6,1.021574121296E-6,0.283574879169464
2.17157314352789E-9,5.69913390791044E-5,7.50102572055766E-7,0.318381756544113
2.18585971545338E-9,0.000212007260415703,0.000981194665655494,0.366192281246185
2.20014628737886E-9,0.000907500041648746,0.00196163915097713,0.414002805948257
2.21443308134894E-9,0.00217995326966047,0.00294209900312126,0.461814045906067
2.22871965327442E-9,0.00396674172952771,0.0039225434884429,0.509624600410461
2.24300644724451E-9,0.00622584158554673,0.00728121725842357,0.557435810565948
2.25729301916999E-9,0.00949128903448582,0.0106398388743401,0.605246365070343
2.27157981314008E-9,0.0137628326192498,0.0139985121786594,0.653057634830475
2.28586638506556E-9,0.0190617274492979,0.0173571333289146,0.700868129730225
2.30015295699104E-9,0.0255204066634178,0.0283226519823074,0.73025768995285
2.31443975096113E-9,0.0355936102569103,0.039288341999054,0.75964766740799
2.32872632288661E-9,0.0493770614266396,0.0502538569271564,0.789037227630615
2.3430131168567E-9,0.0663961619138718,0.061219546943903,0.818427205085754
2.35729968878218E-9,0.0863489285111427,0.0884106457233429,0.84781676530838
2.37158626070766E-9,0.112478025257587,0.115601748228073,0.877206325531006
2.38587305467775E-9,0.144592180848122,0.142793267965317,0.906596302986145
2.40015962660323E-9,0.181352779269218,0.169984370470047,0.935985863208771
2.41444642057331E-9,0.221602246165276,0.213875100016594,0.94039785861969
2.42873299249879E-9,0.2657151222229,0.257765144109726,0.944809794425964
2.44301978646888E-9,0.313064008951187,0.301655858755112,0.949221789836884
2.45730635839436E-9,0.362778753042221,0.345545917749405,0.953633725643158
2.47159293031984E-9,0.414448767900467,0.402591645717621,0.958045661449432
2.48587972428993E-9,0.470149219036102,0.459638237953186,0.962457656860352
2.50016629621541E-9,0.529665887355804,0.516683995723724,0.966869592666626
2.5144530901855E-9,0.591472387313843,0.57373058795929,0.971281588077545
2.52873966211098E-9,0.654649078845978,0.639503121376038,0.965356647968292
2.54302645608107E-9,0.718727827072144,0.705276727676392,0.959431648254395
2.55731302800655E-9,0.783293187618256,0.771049320697784,0.953506767749786
2.57159959993203E-9,0.847289860248566,0.836821854114532,0.947581827640533
2.58588639390211E-9,0.910415768623352,0.901171624660492,0.941656827926636
2.6001729658276E-9,0.972062587738037,0.96552038192749,0.935731947422028
2.61445975979768E-9,1.03225815296173,1.02987015247345,0.92980694770813
2.62874633172316E-9,1.09070205688477,1.0942188501358,0.923882007598877
2.64303290364865E-9,1.14757513999939,1.15155935287476,0.921752989292145
2.65731969761873E-9,1.20269978046417,1.20890069007874,0.919623911380768
2.67160626954421E-9,1.25628840923309,1.26624119281769,0.917494893074036
2.6858930635143E-9,1.30812788009644,1.32358253002167,0.915365815162659
2.70017963543978E-9,1.35825455188751,1.37023270130157,0.913236737251282
2.71446642940987E-9,1.40510821342468,1.41688358783722,0.91110771894455
2.72875300133535E-9,1.44883608818054,1.46353363990784,0.908978641033173
2.74303957326083E-9,1.49010336399078,1.51018381118774,0.90684962272644
2.75732636723092E-9,1.52949774265289,1.54530727863312,0.921888768672943
2.7716129391564E-9,1.56673061847687,1.58043026924133,0.936927735805511
2.78589973312648E-9,1.60214447975159,1.61555373668671,0.951966881752014
2.80018630505197E-9,1.63635218143463,1.65067672729492,0.967005848884583
2.81447287697745E-9,1.66958820819855,1.67787492275238,0.982044816017151
2.82875967094753E-9,1.70056760311127,1.705073595047,0.997083961963654
2.84304624287302E-9,1.72935259342194,1.73227167129517,1.01212286949158
2.8573330368431E-9,1.75663924217224,1.75947034358978,1.02716207504272
2.87161960876858E-9,1.78266644477844,1.77901899814606,1.05453836917877
2.88590640273867E-9,1.80553424358368,1.79856789112091,1.08191502094269
2.90019297466415E-9,1.82529091835022,1.81811654567719,1.10929119586945
2.91447954658963E-9,1.84288251399994,1.83766520023346,1.13666749000549
2.92876634055972E-9,1.85871243476868,1.84823346138,1.16404414176941
2.9430529124852E-9,1.87062704563141,1.85880160331726,1.19142031669617
2.95733970645529E-9,1.87874615192413,1.86936986446381,1.21879696846008
2.97162627838077E-9,1.88417279720306,1.87993800640106,1.24617326259613
2.98591285030625E-9,1.88762009143829,1.88224375247955,1.25616085529327
3.00019964427634E-9,1.88838148117065,1.88454961776733,1.266148686409
3.01448621620182E-9,1.88677823543549,1.88685536384583,1.27613627910614
3.0287730101719E-9,1.88360130786896,1.88916110992432,1.28612411022186
3.04305958209738E-9,1.87920355796814,1.88373947143555,1.29611170291901
3.05734637606747E-9,1.87230038642883,1.87831771373749,1.30609941482544
3.07163294799295E-9,1.86302626132965,1.87289595603943,1.31608712673187
3.08591951991843E-9,1.85233104228973,1.86747431755066,1.32607471942902
3.10020631388852E-9,1.84074759483337,1.85521697998047,1.30867397785187
3.114492885814E-9,1.82825100421906,1.84295988082886,1.29127359390259
3.12877967978409E-9,1.81505560874939,1.83070242404938,1.27387297153473
3.14306625170957E-9,1.80177545547485,1.81844532489777,1.25647258758545
3.15735304567966E-9,1.78858852386475,1.802858710289,1.2390718460083
3.17163961760514E-9,1.77529656887054,1.78727245330811,1.22167146205902
3.18592618953062E-9,1.76188147068024,1.77168619632721,1.20427107810974
3.20021298350071E-9,1.74854457378387,1.75609958171844,1.18687033653259
3.21449955542619E-9,1.73513543605804,1.73709487915039,1.16130185127258
3.22878634939627E-9,1.72001254558563,1.71808981895447,1.1357330083847
3.24307292132175E-9,1.7030121088028,1.69908499717712,1.11016452312469
3.25735949324724E-9,1.68460261821747,1.68008029460907,1.08459603786469
3.27164628721732E-9,1.66496753692627,1.65494680404663,1.05902719497681
3.2859328591428E-9,1.64243698120117,1.62981367111206,1.0334587097168
3.30021965311289E-9,1.61704540252686,1.60468018054962,1.00788986682892
3.31450622503837E-9,1.58935880661011,1.57954704761505,0.982321441173553
3.32879301900846E-9,1.55975878238678,1.54686856269836,0.961423754692078
3.34307959093394E-9,1.52674436569214,1.51419055461884,0.94052642583847
3.35736616285942E-9,1.49049067497253,1.48151254653931,0.919629096984863
3.37165295682951E-9,1.45158529281616,1.44883406162262,0.898731470108032
3.38593952875499E-9,1.41037797927856,1.404865026474,0.877834141254425
3.40022632272508E-9,1.36457002162933,1.36089539527893,0.856936454772949
3.41451289465056E-9,1.31437373161316,1.3169264793396,0.836039125919342
3.42879946657604E-9,1.2610719203949,1.27295744419098,0.815141797065735
3.44308626054612E-9,1.2056485414505,1.21829652786255,0.804218053817749
3.45737283247161E-9,1.14859187602997,1.16363644599915,0.793294489383698
3.47165962644169E-9,1.09040486812592,1.10897564888,0.782370746135712
3.48594619836717E-9,1.03180551528931,1.0543155670166,0.77144718170166
3.50023299233726E-9,0.973053097724915,0.994334280490875,0.76052337884903
3.51451956426274E-9,0.913919448852539,0.934353947639465,0.749599814414978
3.52880613618822E-9,0.854468107223511,0.874373614788055,0.738676249980927
3.54309293015831E-9,0.795304358005524,0.814392328262329,0.727752506732941
3.55737950208379E-9,0.736592471599579,0.752741098403931,0.722309768199921
3.57166629605388E-9,0.678532958030701,0.691088914871216,0.716866970062256
3.58595286797936E-9,0.621129035949707,0.629437625408173,0.711424291133881
3.60023966194944E-9,0.56481808423996,0.567785441875458,0.705981492996216
3.61452623387493E-9,0.509638905525208,0.510433435440063,0.700538754463196
3.62881280580041E-9,0.456306219100952,0.453081458806992,0.695096075534821
3.64309959977049E-9,0.404708206653595,0.395728588104248,0.689653277397156
3.65738617169598E-9,0.354665160179138,0.338376581668854,0.684210538864136
3.67167296566606E-9,0.305870234966278,0.289289206266403,0.671330988407135
3.68595953759154E-9,0.25841611623764,0.240202590823174,0.658451616764069
3.70024610951702E-9,0.212090581655502,0.191115975379944,0.645572245121002
3.71453290348711E-9,0.166743323206902,0.142028599977493,0.632692694664001
3.72881947541259E-9,0.122296668589115,0.10206163674593,0.61981338262558
3.74310626938268E-9,0.0798315331339836,0.062094047665596,0.606933772563934
3.75739306335277E-9,0.0392948351800442,0.0221264585852623,0.594054222106934
3.77167941323364E-9,0.000222650094656274,-0.0178398862481117,0.581175088882446
3.78596620720373E-9,-0.037646297365427,-0.0486438870429993,0.556577682495117
3.80025300117381E-9,-0.0732376128435135,-0.0794478878378868,0.531980335712433
3.81453935105469E-9,-0.106669522821903,-0.110250927507877,0.507383704185486
3.82882614502478E-9,-0.138532534241676,-0.141054928302765,0.482786297798157
3.84311293899486E-9,-0.169054970145226,-0.1640625,0.45818892121315
3.85739973296495E-9,-0.196431204676628,-0.187070071697235,0.433591544628143
3.87168608284583E-9,-0.22072845697403,-0.210076928138733,0.408994913101196
3.88597287681591E-9,-0.2427838742733,-0.233084499835968,0.38439753651619
3.900259670786E-9,-0.263082712888718,-0.249394401907921,0.359033018350601
3.91454602066688E-9,-0.280351877212524,-0.265703797340393,0.333669275045395
3.92883281463696E-9,-0.294803589582443,-0.282013684511185,0.308304756879807
3.94311960860705E-9,-0.307289212942123,-0.298323601484299,0.282940208911896
3.95740595848793E-9,-0.318210870027542,-0.307829260826111,0.257576465606689
3.97169275245801E-9,-0.32597753405571,-0.317335218191147,0.232211947441101
3.9859795464281E-9,-0.330744713544846,-0.32684114575386,0.206847429275513
4.00026634039818E-9,-0.333530426025391,-0.336347103118896,0.181482896208763
4.01455269027906E-9,-0.334956049919128,-0.339078009128571,0.16439314186573
4.02883948424915E-9,-0.334771454334259,-0.341808974742889,0.147302865982056
4.04312627821923E-9,-0.333246350288391,-0.344539940357208,0.130212590098381
4.05741262810011E-9,-0.331068158149719,-0.347270846366882,0.113122835755348
4.0716994220702E-9,-0.328494936227798,-0.344321340322495,0.0960325598716736
4.08598621604028E-9,-0.325004756450653,-0.341371804475784,0.0789422765374184
4.10027301001037E-9,-0.320648282766342,-0.338422298431396,0.0618519969284534
4.11455935989125E-9,-0.315935164690018,-0.335472881793976,0.0447622500360012
4.12884615386133E-9,-0.311030894517899,-0.32748731970787,0.0340538844466209
4.14313294783142E-9,-0.305496513843536,-0.319501787424088,0.0233455207198858
4.15741929771229E-9,-0.299346596002579,-0.311516493558884,0.0126374894753098
4.17170609168238E-9,-0.292969524860382,-0.303530931472778,0.00192912481725216
4.18599288565247E-9,-0.286451488733292,-0.292203187942505,-0.00877923984080553
4.20027967962255E-9,-0.279189586639404,-0.280875444412231,-0.0194876044988632
4.21456602950343E-9,-0.271153181791306,-0.269548028707504,-0.0301956366747618
4.22885282347352E-9,-0.262612968683243,-0.258220285177231,-0.0409040004014969
4.2431396174436E-9,-0.2536541223526,-0.245395049452782,-0.0460320301353931
4.25742596732448E-9,-0.243578180670738,-0.232570201158524,-0.0511598996818066
4.27171276129457E-9,-0.232392325997353,-0.219744950532913,-0.0562879294157028
4.28599955526465E-9,-0.220404118299484,-0.206919714808464,-0.0614159591495991
4.30028634923474E-9,-0.20776130259037,-0.193109467625618,-0.0665439888834953
4.31457269911562E-9,-0.193773522973061,-0.179299637675285,-0.0716718584299088
4.3288594930857E-9,-0.17850187420845,-0.165489390492439,-0.0767998918890953
4.34314628705579E-9,-0.162366271018982,-0.151679143309593,-0.0819279178977013
4.35743263693666E-9,-0.145662799477577,-0.137474089860916,-0.0832999125123024
4.37171943090675E-9,-0.128548815846443,-0.123268589377403,-0.0846719443798065
4.38600622487684E-9,-0.111167505383492,-0.109063096344471,-0.0860439836978912
4.40029257475771E-9,-0.0937526375055313,-0.0948580428957939,-0.0874159783124924
4.4145793687278E-9,-0.0764162391424179,-0.0807620584964752,-0.0887880101799965
4.42886616269789E-9,-0.0594470724463463,-0.0666660666465759,-0.0901600494980812
4.44315295666797E-9,-0.0428820438683033,-0.0525700822472572,-0.0915320813655853
4.45743930654885E-9,-0.0268062949180603,-0.0384745337069035,-0.0929040759801865
4.47172610051894E-9,-0.0112095372751355,-0.0243419129401445,-0.0918713137507439
4.48601289448902E-9,0.00352747528813779,-0.0102092903107405,-0.0908385515213013
4.5002992443699E-9,0.0174368415027857,0.0039228918030858,-0.0898058265447617
4.51458603833998E-9,0.030565157532692,0.0180555135011673,-0.0887730643153191
4.52887283231007E-9,0.042997233569622,0.0312336608767509,-0.0877403020858765
4.54315962628016E-9,0.0542283579707146,0.0444118082523346,-0.0867075398564339
4.55744597616103E-9,0.0643347874283791,0.0575895458459854,-0.0856748148798943
4.57173277013112E-9,0.0735774263739586,0.0707676932215691,-0.0846420526504517
4.58601956410121E-9,0.0821743458509445,0.0815597027540207,-0.08173618465662
4.60030591398208E-9,0.0900533571839333,0.0923513695597649,-0.0788304060697556
4.61459270795217E-9,0.0973348468542099,0.103143379092216,-0.0759245380759239
4.62887950192226E-9,0.10421846061945,0.113935388624668,-0.0730186700820923
4.64316629589234E-9,0.110801875591278,0.121259659528732,-0.0701128020882607
4.65745264577322E-9,0.116835467517376,0.128583699464798,-0.0672070235013962
4.67173943974331E-9,0.122357934713364,0.135907977819443,-0.0643011555075645
4.68602623371339E-9,0.127574101090431,0.143232241272926,-0.0613952837884426
4.70031258359427E-9,0.132585629820824,0.146651044487953,-0.0571167357265949
4.71459937756435E-9,0.137279763817787,0.150069952011108,-0.0528380572795868
4.72888617153444E-9,0.141690224409103,0.153488859534264,-0.0485593788325787
4.74317252141532E-9,0.145953163504601,0.15690766274929,-0.044280830770731
4.7574593153854E-9,0.150081470608711,0.157330274581909,-0.0400021485984325
4.77174610935549E-9,0.153631404042244,0.157752901315689,-0.0357234701514244
4.78603290332558E-9,0.156581580638885,0.158175513148308,-0.0314447917044163
4.80031925320645E-9,0.159092679619789,0.158598124980927,-0.0271662436425686
4.81460604717654E-9,0.161222621798515,0.15714219212532,-0.0231632608920336
4.82889284114663E-9,0.162422403693199,0.155686259269714,-0.0191602781414986
4.8431791910275E-9,0.162706017494202,0.154230386018753,-0.0151574201881886
4.85746598499759E-9,0.16231045126915,0.152774453163147,-0.0111544374376535
4.87175277896768E-9,0.161347508430481,0.150090754032135,-0.00715145515277982
4.88603957293776E-9,0.159185081720352,0.147407069802284,-0.00314847286790609
4.90032592281864E-9,0.155867993831635,0.144723460078239,0.000854385318234563
4.91461271678872E-9,0.151731431484222,0.142039760947227,0.00485736783593893
4.92889951075881E-9,0.146998181939125,0.138416290283203,0.00783484242856503
4.94318586063969E-9,0.141502484679222,0.134792923927307,0.0108122248202562
4.95747265460977E-9,0.135350570082664,0.131169438362122,0.0137896994128823
