s,DDR3_A0_U5.N3_NoTerm,DDR3_A0_U4.N3_NoTerm,DDR3_A0_U2.M4_NoTerm
3.90201915223543E-9,0.183378353714943,0.183772534132004,0.340932995080948
3.94903132416857E-9,0.161051347851753,0.161210343241692,0.310325533151627
3.99604349610172E-9,0.15058445930481,0.150410816073418,0.29330962896347
4.04305566803487E-9,0.158382147550583,0.157969936728477,0.276293694972992
4.09006783996801E-9,0.179093673825264,0.178665041923523,0.273816496133804
4.13708045599037E-9,0.206767708063126,0.206536218523979,0.271339297294617
4.18409262792352E-9,0.230961337685585,0.231052547693253,0.263499140739441
4.23110479985667E-9,0.244272992014885,0.244625076651573,0.255658984184265
4.27811697178981E-9,0.247253492474556,0.247673779726028,0.242432415485382
4.32512958781217E-9,0.242054164409637,0.242327645421028,0.229205727577209
4.37214175974532E-9,0.235612437129021,0.235597550868988,0.225488841533661
4.41915393167847E-9,0.233277767896652,0.233001798391342,0.221771970391273
4.46616610361161E-9,0.236303701996803,0.235924944281578,0.228355959057808
4.51317871963397E-9,0.244469955563545,0.244191139936447,0.234940022230148
4.56019089156712E-9,0.253007829189301,0.252976536750793,0.239269316196442
4.60720306350026E-9,0.258019834756851,0.25823712348938,0.243598625063896
4.65421523543341E-9,0.257976442575455,0.258316814899445,0.241116940975189
4.70122785145577E-9,0.252518475055695,0.252798110246658,0.23863522708416
4.74824002338892E-9,0.245224997401237,0.245296582579613,0.23661795258522
4.79525219532206E-9,0.239157363772392,0.238998204469681,0.234600678086281
4.84226436725521E-9,0.23630465567112,0.236010178923607,0.237455457448959
4.88927698327757E-9,0.237632989883423,0.237365886569023,0.24031026661396
4.93628915521072E-9,0.241059675812721,0.240961253643036,0.243317469954491
4.98330132714386E-9,0.244625464081764,0.244734674692154,0.246324673295021
5.03031349907701E-9,0.246442779898643,0.246690437197685,0.245262756943703
5.07732567101016E-9,0.245387509465218,0.245633512735367,0.244200840592384
5.12433828703251E-9,0.242607399821281,0.242720261216164,0.241868227720261
5.17135045896566E-9,0.239308789372444,0.239238977432251,0.239535629749298
5.21836263089881E-9,0.237111553549767,0.23690639436245,0.239766210317612
5.26537480283196E-9,0.237087547779083,0.236865118145943,0.239996790885925
5.31238741885431E-9,0.238667249679565,0.238547250628471,0.24161884188652
5.35939959078746E-9,0.241141438484192,0.24117936193943,0.243240863084793
5.40641176272061E-9,0.243179231882095,0.243345469236374,0.243234694004059
5.45342393465376E-9,0.243829950690269,0.244026780128479,0.243228510022163
5.50043655067611E-9,0.243218928575516,0.243339404463768,0.24188694357872
5.54744872260926E-9,0.241657346487045,0.241643503308296,0.240545392036438
5.59446089454241E-9,0.240144014358521,0.240011662244797,0.240194380283356
5.64147306647556E-9,0.239441677927971,0.239270284771919,0.239843368530273
5.68848568249791E-9,0.239666104316711,0.239549741148949,0.24072989821434
5.73549785443106E-9,0.24074998497963,0.240746349096298,0.241616412997246
5.78251002636421E-9,0.241975486278534,0.242079198360443,0.242049276828766
5.82952219829735E-9,0.242760494351387,0.242907956242561,0.242482140660286
5.8765343702305E-9,0.242874681949615,0.242984160780907,0.241918936371803
5.92354698625286E-9,0.242248028516769,0.242264002561569,0.241355732083321
5.97055915818601E-9,0.24136558175087,0.241285786032677,0.240933269262314
6.01757133011915E-9,0.240646451711655,0.240520998835564,0.240510806441307
6.0645835020523E-9,0.240364894270897,0.240264043211937,0.240859463810921
6.11159611807466E-9,0.240664348006248,0.240640252828598,0.241208121180534
6.15860829000781E-9,0.241246953606606,0.241307228803635,0.241605550050735
6.20562046194095E-9,0.241833761334419,0.241939559578896,0.242002978920937
6.2526326338741E-9,0.242158144712448,0.242249593138695,0.241831824183464
6.29964524989646E-9,0.24205219745636,0.242081224918365,0.24166065454483
6.3466574218296E-9,0.241679981350899,0.241635397076607,0.24133338034153
6.39366959376275E-9,0.241213485598564,0.241124913096428,0.241006106138229
6.4406817656959E-9,0.240885719656944,0.240803807973862,0.241067379713058
6.48769438171826E-9,0.240859940648079,0.240828335285187,0.241128653287888
6.5347065536514E-9,0.241064563393593,0.241096660494804,0.241384074091911
6.58171872558455E-9,0.241406306624413,0.241479963064194,0.241639494895935
6.6287308975177E-9,0.241696372628212,0.241769030690193,0.241644561290741
6.67574306945085E-9,0.241791486740112,0.241823971271515,0.241649642586708
6.7227556854732E-9,0.241702869534492,0.241680577397346,0.2414590716362
6.76976785740635E-9,0.241468623280525,0.241407707333565,0.241268515586853
6.8167800293395E-9,0.241231948137283,0.241167992353439,0.241224810481071
6.86379220127264E-9,0.241109520196915,0.241077363491058,0.24118110537529
6.910804817295E-9,0.241124898195267,0.241139575839043,0.241313397884369
6.95781698922815E-9,0.241275191307068,0.241325289011002,0.241445690393448
7.0048291611613E-9,0.24145832657814,0.241514280438423,0.241504937410355
7.05184133309444E-9,0.241584926843643,0.24161596596241,0.241564199328423
7.0988539491168E-9,0.24161434173584,0.241605505347252,0.241477727890015
7.14586612104995E-9,0.241528913378716,0.241487920284271,0.241391256451607
7.1928782929831E-9,0.241396352648735,0.241347640752792,0.241329565644264
7.23989046491624E-9,0.241281077265739,0.241251647472382,0.241267874836922
7.2869030809386E-9,0.24122928082943,0.241233661770821,0.241319820284843
7.33391525287175E-9,0.241268754005432,0.241302102804184,0.241371750831604
7.3809274248049E-9,0.241358682513237,0.241400897502899,0.241428405046463
7.42793959673804E-9,0.241455629467964,0.241483137011528,0.241485074162483
7.4749522127604E-9,0.241515040397644,0.241514012217522,0.241458058357239
7.52196438469355E-9,0.241505995392799,0.241479024291039,0.241431042551994
7.56897655662669E-9,0.241449579596519,0.241413131356239,0.241383403539658
7.61598872855984E-9,0.241372793912888,0.24134735763073,0.241335764527321
7.66300090049299E-9,0.241314634680748,0.241313204169273,0.241346180438995
7.71001307242614E-9,0.241304889321327,0.241326540708542,0.241356581449509
7.75702524435928E-9,0.24133612215519,0.241367474198341,0.241394191980362
7.80403830447085E-9,0.241393551230431,0.241416871547699,0.241431802511215
7.851050476404E-9,0.241445317864418,0.241448536515236,0.241431713104248
7.89806264833715E-9,0.241465106606483,0.241447865962982,0.241431623697281
7.94507482027029E-9,0.241451576352119,0.241425469517708,0.241403669118881
7.99208699220344E-9,0.241410940885544,0.241389825940132,0.241375729441643
8.03909916413659E-9,0.241367891430855,0.241363182663918,0.241369977593422
8.08611133606973E-9,0.241344228386879,0.241357147693634,0.241364225745201
8.13312350800288E-9,0.241346076130867,0.241368427872658,0.241383939981461
8.18013567993603E-9,0.241372913122177,0.241391897201538,0.24140365421772
8.2271487400476E-9,0.241406947374344,0.241412460803986,0.241411909461021
8.27416091198074E-9,0.241430923342705,0.241420924663544,0.241420164704323
8.32117308391389E-9,0.241436123847961,0.241417109966278,0.241407155990601
8.36818525584704E-9,0.241419687867165,0.241402626037598,0.241394147276878
8.41519742778019E-9,0.241393938660622,0.241387963294983,0.241385340690613
8.46220959971333E-9,0.241371929645538,0.241379529237747,0.241376519203186
8.50922177164648E-9,0.241363063454628,0.241379156708717,0.241384416818619
8.55623394357963E-9,0.241371855139732,0.241387560963631,0.241392314434052
8.60324700369119E-9,0.241390466690063,0.241396740078926,0.241400495171547
8.65025917562434E-9,0.241409510374069,0.241403743624687,0.241408661007881
8.69727134755749E-9,0.241419911384583,0.241405978798866,0.241404443979263
8.74428351949064E-9,0.241416320204735,0.241402387619019,0.241400241851807
8.79129569142378E-9,0.241403326392174,0.241396963596344,0.241393312811852
8.83830786335693E-9,0.241387635469437,0.241391777992249,0.241386383771896
8.88532003529008E-9,0.241377279162407,0.241388961672783,0.241388097405434
8.93233220722323E-9,0.241377487778664,0.241389840841293,0.241389811038971
8.97934526733479E-9,0.24138580262661,0.241391271352768,0.241395324468613
9.02635743926794E-9,0.24139840900898,0.241395458579063,0.241400822997093
9.07336961120109E-9,0.241407796740532,0.24139828979969,0.24140065908432
9.12038178313423E-9,0.24140939116478,0.241399154067039,0.241400510072708
9.16739395506738E-9,0.241404145956039,0.241397708654404,0.241396516561508
9.21440612700053E-9,0.241394832730293,0.241396650671959,0.241392508149147
9.26141829893368E-9,0.241386651992798,0.241394817829132,0.241391599178314
9.30843047086682E-9,0.241383761167526,0.241393625736237,0.24139067530632
9.35544264279997E-9,0.241386815905571,0.241392835974693,0.241393610835075
9.40245570291154E-9,0.24139404296875,0.241394117474556,0.241396546363831
9.44946787484469E-9,0.24140103161335,0.241394445300102,0.241397693753242
9.49648004677783E-9,0.241404488682747,0.241395220160484,0.241398841142654
9.54349221871098E-9,0.241403266787529,0.241395860910416,0.241396903991699
9.59050439064413E-9,0.241397857666016,0.241396501660347,0.241394966840744
9.63751656257728E-9,0.24139167368412,0.241396591067314,0.241393759846687
9.68452873451042E-9,0.241387873888016,0.241396650671959,0.241392552852631
9.73154090644357E-9,0.241387978196144,0.241395503282547,0.241393730044365
9.77855396655514E-9,0.241391763091087,0.241394311189651,0.241394907236099
9.82556613848828E-9,0.24139703810215,0.241393357515335,0.241396009922028
9.87257831042143E-9,0.24140077829361,0.241394460201263,0.241397112607956
9.91959048235458E-9,0.241401344537735,0.241394624114037,0.241396456956863
9.96660265428773E-9,0.241398140788078,0.241395607590675,0.241395801305771
