s,DDR3_A5_U5.P2_NoTerm,DDR3_A5_U4.P2_NoTerm,DDR3_A5_U2.K5_NoTerm
8.36902991352417E-9,0.240765511989594,0.240725263953209,0.240742713212967
8.40759639686439E-9,0.240349560976028,0.240309342741966,0.240613505244255
8.44616376838303E-9,0.240334466099739,0.240309253334999,0.240969583392143
8.48473025172325E-9,0.24067585170269,0.240674614906311,0.241325661540031
8.52329762324189E-9,0.241214111447334,0.241236165165901,0.24165914952755
8.56186410658211E-9,0.241771593689919,0.241807907819748,0.241992637515068
8.60043147810075E-9,0.242131739854813,0.24216815829277,0.241917446255684
8.63899884961938E-9,0.242215484380722,0.242238387465477,0.2418422549963
8.6775653329596E-9,0.242012232542038,0.24201363325119,0.241522133350372
8.71613270447824E-9,0.241614744067192,0.241594940423965,0.241202011704445
8.75469918781846E-9,0.241191864013672,0.241159081459045,0.241055980324745
8.7932665593371E-9,0.240867584943771,0.240834593772888,0.240909934043884
8.83183304267732E-9,0.240759551525116,0.240738704800606,0.241075053811073
8.87040041419596E-9,0.240872889757156,0.240871503949165,0.241240173578262
8.90896689753617E-9,0.241146773099899,0.241164594888687,0.241464614868164
8.94753426905481E-9,0.241484001278877,0.241513624787331,0.241689056158066
8.98610075239503E-9,0.241749748587608,0.24177959561348,0.24169933795929
9.02466812391367E-9,0.241876780986786,0.241895690560341,0.241709634661675
9.06323460725389E-9,0.241827055811882,0.241828367114067,0.241534024477005
9.10180197877253E-9,0.241635784506798,0.241619691252708,0.241358414292336
9.14036935029117E-9,0.241387829184532,0.241361036896706,0.241237014532089
9.17893583363139E-9,0.241160616278648,0.241133585572243,0.241115629673004
9.21750320515002E-9,0.241040095686913,0.241022974252701,0.241180047392845
9.25606968849024E-9,0.24104805290699,0.241046875715256,0.241244465112686
9.29463706000888E-9,0.241171330213547,0.241185903549194,0.241384595632553
9.3332035433491E-9,0.24136121571064,0.241385459899902,0.241524711251259
9.37177091486774E-9,0.241539299488068,0.241563752293587,0.241562753915787
9.41033739820796E-9,0.241656169295311,0.241671651601791,0.241600796580315
9.4489047697266E-9,0.241671621799469,0.241672649979591,0.241511628031731
9.48747125306681E-9,0.241593018174171,0.241579785943031,0.241422474384308
9.52603862458545E-9,0.241457998752594,0.241436019539833,0.241334229707718
9.56460510792567E-9,0.241311579942703,0.241289436817169,0.241245999932289
9.60317247944431E-9,0.241210982203484,0.241197019815445,0.241261571645737
9.64173896278453E-9,0.241179630160332,0.241178765892982,0.241277128458023
9.68030633430317E-9,0.241224125027657,0.241236165165901,0.241358786821365
9.71887370582181E-9,0.241323068737984,0.241343021392822,0.241440445184708
9.75744018916203E-9,0.241434141993523,0.241454184055328,0.241480395197868
9.79600756068066E-9,0.241524249315262,0.241536840796471,0.241520345211029
9.83457404402088E-9,0.241560384631157,0.241561084985733,0.241479799151421
9.87314141553952E-9,0.24153833091259,0.24152734875679,0.241439238190651
9.91170789887974E-9,0.241471156477928,0.241453036665916,0.24138069152832
9.95027527039838E-9,0.241383105516434,0.2413649559021,0.241322129964828
9.9888417537386E-9,0.241309657692909,0.241298288106918,0.241322129964828
