s,DDR3_DQ24_U5.D7_NoTerm,DDR3_DQ24_U2.AA3_NoTerm
9.10278163956946E-9,0.365414887666702,0.365623980760574
9.19860099202197E-9,0.365242332220078,0.365593314170837
9.29441945629605E-9,0.365800082683563,0.365365594625473
9.39023792057014E-9,0.36526820063591,0.365590929985046
9.48605727302265E-9,0.365654528141022,0.3655906021595
9.58187573729674E-9,0.365770757198334,0.365472912788391
9.67769420157083E-9,0.365201473236084,0.365592420101166
9.77351355402334E-9,0.36562168598175,0.365494519472122
9.86933201829743E-9,0.365645051002502,0.365495830774307
9.96515048257152E-9,0.365368664264679,0.365610986948013
1.0060969835024E-8,0.365696102380753,0.36550161242485
