s,DDR3_A7_U5.R2_NoTerm,DDR3_A7_U4.R2_NoTerm,DDR3_A7_U2.J6_NoTerm
6.71824107456587E-9,0.247043058276176,0.247069805860519,0.238910049200058
6.77876554888712E-9,0.243962734937668,0.243933588266373,0.239172384142876
6.83929046729759E-9,0.242081239819527,0.24202336370945,0.24032224714756
6.89981494161884E-9,0.241939723491669,0.241904184222221,0.241472110152245
6.9603394159401E-9,0.241998672485352,0.242015570402145,0.242135748267174
7.02086433435056E-9,0.242033258080482,0.242086008191109,0.242799386382103
7.08138880867182E-9,0.241696283221245,0.241737812757492,0.242360293865204
7.14191372708228E-9,0.240813583135605,0.24080790579319,0.241921201348305
7.20243820140354E-9,0.240327775478363,0.240281388163567,0.241759821772575
7.262963119814E-9,0.240421786904335,0.240376383066177,0.241598442196846
7.32348759413526E-9,0.240717962384224,0.240713149309158,0.241704478859901
7.38401251254572E-9,0.241205483675003,0.241244092583656,0.241810515522957
7.44453698686698E-9,0.241457149386406,0.24150413274765,0.241624072194099
7.50506146118823E-9,0.24135884642601,0.241372808814049,0.241437628865242
7.5655863795987E-9,0.241265133023262,0.241234987974167,0.241317078471184
7.62611129800916E-9,0.241218000650406,0.241171479225159,0.241196528077126
7.68663621641963E-9,0.241260841488838,0.241239190101624,0.241287752985954
7.74716024665167E-9,0.241437047719955,0.241458401083946,0.241378977894783
7.80768516506214E-9,0.241538941860199,0.241583287715912,0.241388946771622
7.8682100834726E-9,0.241527780890465,0.24155555665493,0.241398930549622
7.92873500188307E-9,0.241486385464668,0.241473838686943,0.241358190774918
7.98925903211511E-9,0.241404682397842,0.241364032030106,0.241317465901375
8.04978395052558E-9,0.241361662745476,0.24132938683033,0.241352036595345
8.11030886893604E-9,0.241386622190475,0.241390720009804,0.241386607289314
8.17083378734651E-9,0.241407990455627,0.241443738341331,0.241408377885818
8.23135781757856E-9,0.241424426436424,0.241459533572197,0.241430133581161
8.29188273598902E-9,0.24142961204052,0.241433367133141,0.241409063339233
8.35240765439949E-9,0.241403296589851,0.241373375058174,0.241388007998466
8.41293257280995E-9,0.241382300853729,0.241345971822739,0.241388723254204
8.473456603042E-9,0.241375595331192,0.241364866495132,0.24138942360878
8.53398152145246E-9,0.241372421383858,0.241395905613899,0.241400077939034
8.59450643986293E-9,0.241385653614998,0.241421714425087,0.241410732269287
8.65503135827339E-9,0.241401836276054,0.241418495774269,0.241403475403786
8.71555538850544E-9,0.241406589746475,0.241389855742455,0.241396218538284
8.7760803069159E-9,0.241405814886093,0.241371378302574,0.241392225027084
8.83660522532637E-9,0.241396501660347,0.241374254226685,0.241388231515884
8.89713014373683E-9,0.241382420063019,0.241392329335213,0.241393193602562
8.95765417396888E-9,0.241380721330643,0.241413056850433,0.24139815568924
9.01817909237934E-9,0.241389080882072,0.241414874792099,0.241397634148598
9.07870401078981E-9,0.24140165746212,0.241398468613625,0.241397112607956
9.13922892920027E-9,0.241410985589027,0.24138255417347,0.241394624114037
9.19975295943232E-9,0.241406679153442,0.241378635168076,0.241392150521278
9.26027787784278E-9,0.241393029689789,0.241389974951744,0.241393744945526
9.32080279625325E-9,0.24138255417347,0.241406366229057,0.241395324468613
9.38132771466371E-9,0.241382241249084,0.241411253809929,0.241396069526672
9.44185174489576E-9,0.241393536329269,0.241401806473732,0.241396814584732
9.50237666330622E-9,0.241406306624413,0.241387605667114,0.241395652294159
9.56290158171669E-9,0.241409108042717,0.241380587220192,0.241394504904747
9.62342650012715E-9,0.241400256752968,0.241387262940407,0.241394713521004
9.6839505303592E-9,0.241387590765953,0.241400972008705,0.241394907236099
9.74447544876966E-9,0.241381451487541,0.241408720612526,0.24139529466629
9.80500036718013E-9,0.241387560963631,0.241404369473457,0.241395682096481
9.86552528559059E-9,0.241400182247162,0.241392150521278,0.24139516055584
9.92604931582264E-9,0.241407975554466,0.241382881999016,0.241394639015198
9.9865742342331E-9,0.241404637694359,0.241385027766228,0.241394639015198
