s,DDR3_A6_U5.R8_NoTerm,DDR3_A6_U4.R8_NoTerm,DDR3_A6_U2.J7_NoTerm
2.93868485101711E-9,1.31237804889679,1.31244778633118,1.16244721412659
2.97894087175621E-9,1.30016386508942,1.3004138469696,1.17828547954559
3.0191968924953E-9,1.2825288772583,1.28285980224609,1.18956875801086
3.0594529132344E-9,1.26397824287415,1.26425278186798,1.20085203647614
3.09970871192888E-9,1.24839055538177,1.24849474430084,1.21206188201904
3.13996473266798E-9,1.23777318000793,1.23766243457794,1.22327172756195
3.18022075340707E-9,1.23227000236511,1.23198926448822,1.23247182369232
3.22047655210156E-9,1.23018217086792,1.22984635829926,1.2416718006134
3.26073257284065E-9,1.22935819625854,1.22910296916962,1.24475955963135
3.30098859357975E-9,1.22807896137238,1.22800493240356,1.24784719944
3.34124461431884E-9,1.22557783126831,1.22570848464966,1.24562895298004
3.38150041301333E-9,1.22234356403351,1.22261774539948,1.24341082572937
3.42175643375242E-9,1.21941757202148,1.21971702575684,1.24058938026428
3.46201245449151E-9,1.21792125701904,1.21812045574188,1.23776805400848
3.50226847523061E-9,1.21848440170288,1.21850335597992,1.23679983615875
3.5425242739251E-9,1.22087454795837,1.22071015834808,1.23583161830902
3.58278029466419E-9,1.22432446479797,1.22404968738556,1.23540258407593
3.62303631540328E-9,1.22774350643158,1.22747468948364,1.23497343063354
3.66329211409777E-9,1.23024559020996,1.23009300231934,1.23363292217255
3.70354813483686E-9,1.23148143291473,1.23150408267975,1.23229229450226
3.74380393353135E-9,1.2315821647644,1.23176527023315,1.23078167438507
3.78406017631505E-9,1.23111319541931,1.23137640953064,1.22927093505859
3.82431597500954E-9,1.23068594932556,1.23091912269592,1.22891056537628
3.86457177370403E-9,1.23071026802063,1.23081946372986,1.22855019569397
3.90482801648773E-9,1.23129510879517,1.23124063014984,1.22918522357941
3.94508381518222E-9,1.23219549655914,1.23200643062592,1.22982025146484
3.98534005796591E-9,1.23304378986359,1.23280251026154,1.23032879829407
4.0255958566604E-9,1.23350191116333,1.23330938816071,1.230837225914
4.06585165535489E-9,1.23340535163879,1.23333823680878,1.23078894615173
4.10610789813859E-9,1.23284912109375,1.23293006420135,1.23074054718018
4.14636369683308E-9,1.23207128047943,1.2322610616684,1.23064064979553
4.18661949552757E-9,1.23137164115906,1.23158860206604,1.2305406332016
4.22687573831126E-9,1.23097014427185,1.23112463951111,1.23077821731567
4.26713153700575E-9,1.23091840744019,1.23094999790192,1.23101580142975
4.30738733570024E-9,1.23113417625427,1.23103511333466,1.23133659362793
4.34764357848394E-9,1.2314305305481,1.23124647140503,1.23165738582611
4.38789937717843E-9,1.23162889480591,1.23143839836121,1.23169982433319
4.42815561996213E-9,1.23163223266602,1.23151302337646,1.23174238204956
4.46841141865661E-9,1.23144054412842,1.23143804073334,1.2315719127655
4.5086672173511E-9,1.23115456104279,1.23126482963562,1.23140132427216
4.5489234601348E-9,1.23090064525604,1.23107385635376,1.23130941390991
4.58917925882929E-9,1.23077964782715,1.23094284534454,1.23121750354767
4.62943505752378E-9,1.23083019256592,1.23091733455658,1.23127770423889
4.66969130030748E-9,1.23100900650024,1.23098790645599,1.23133790493011
4.70994709900197E-9,1.23123216629028,1.23111617565155,1.23138904571533
4.75020289769645E-9,1.23140668869019,1.23124706745148,1.23144018650055
4.79045914048015E-9,1.23147201538086,1.23133552074432,1.23138666152954
4.83071493917464E-9,1.23142528533936,1.23136627674103,1.23133325576782
4.87097073786913E-9,1.23130583763123,1.2313449382782,1.23125874996185
4.91122698065283E-9,1.23118114471436,1.23129820823669,1.23118424415588
4.95148277934732E-9,1.23110973834991,1.23125374317169,1.23118388652802
4.99173902213101E-9,1.23111796379089,1.23122930526733,1.23118352890015
5.0319948208255E-9,1.23119688034058,1.2312319278717,1.18535232543945
5.07225061951999E-9,1.23130536079407,1.23125314712524,1.13952100276947
5.11250686230369E-9,1.23139560222626,1.23128116130829,1.00283265113831
5.15276266099818E-9,1.23143219947815,1.23130476474762,0.866145849227905
5.19301845969267E-9,1.23018109798431,1.23009967803955,0.691410958766937
5.23327470247636E-9,1.22416198253632,1.22416973114014,0.516674101352692
5.27353050117085E-9,1.20755767822266,1.20767629146576,0.391966223716736
5.31378629986534E-9,1.17171263694763,1.17193484306335,0.267258375883102
5.35404254264904E-9,1.10949385166168,1.1097776889801,0.22031344473362
5.39429834134353E-9,1.01822185516357,1.01851117610931,0.173369035124779
5.43455458412723E-9,0.901332139968872,0.901554942131042,0.17916314303875
5.47481038282172E-9,0.770009934902191,0.770103096961975,0.184957176446915
5.5150661815162E-9,0.638010740280151,0.637941360473633,0.216036155819893
5.5553224242999E-9,0.518682897090912,0.518456220626831,0.247115477919579
5.59557822299439E-9,0.420972764492035,0.420645236968994,0.284312754869461
5.63583402168888E-9,0.346948772668839,0.346609860658646,0.321510016918182
5.67609026447258E-9,0.293866038322449,0.293611496686935,0.345789641141891
5.71634606316707E-9,0.255464166402817,0.255364179611206,0.370068997144699
5.75660186186155E-9,0.225673750042915,0.225742056965828,0.369820654392242
5.79685810464525E-9,0.20090526342392,0.201094627380371,0.369572311639786
5.83711390333974E-9,0.180234715342522,0.180452138185501,0.353090822696686
5.87736970203423E-9,0.165403559803963,0.165545240044594,0.336609303951263
5.91762594481793E-9,0.158540308475494,0.15853625535965,0.319826006889343
5.95788174351242E-9,0.160579994320869,0.160419717431068,0.303042888641357
5.99813798629611E-9,0.170668110251427,0.170408591628075,0.291594594717026
6.0383937849906E-9,0.185701757669449,0.185443758964539,0.280146420001984
6.07864958368509E-9,0.201961204409599,0.201806738972664,0.27024257183075
6.11890582646879E-9,0.216129466891289,0.21614134311676,0.260338634252548
6.15916162516328E-9,0.226252183318138,0.22642557322979,0.250740081071854
6.19941742385777E-9,0.232336491346359,0.232601642608643,0.24114154279232
6.23967366664147E-9,0.235539674758911,0.235790714621544,0.235501408576965
6.27992946533595E-9,0.23764406144619,0.237781822681427,0.229861348867416
6.32018526403044E-9,0.240085527300835,0.240059182047844,0.22965581715107
6.36044150681414E-9,0.243347346782684,0.243173614144325,0.229450270533562
6.40069730550863E-9,0.247134566307068,0.246889755129814,0.231616243720055
6.44095310420312E-9,0.250508368015289,0.250296145677567,0.233782216906548
6.48120934698682E-9,0.252553761005402,0.252461135387421,0.235057801008224
6.5214651456813E-9,0.252814769744873,0.252877563238144,0.236333385109901
6.561721388465E-9,0.251380056142807,0.25156906247139,0.236595198512077
6.60197718715949E-9,0.248936593532562,0.249171406030655,0.236856997013092
6.64223298585398E-9,0.246327519416809,0.24651138484478,0.237588375806808
6.68248922863768E-9,0.244274586439133,0.244334101676941,0.238319769501686
6.72274502733217E-9,0.243150845170021,0.243065789341927,0.23971289396286
6.76300082602665E-9,0.242844864726067,0.242654591798782,0.241106033325195
6.80325706881035E-9,0.242989927530289,0.242775291204453,0.242041379213333
6.84351286750484E-9,0.243113562464714,0.242962688207626,0.242976725101471
6.88376866619933E-9,0.242877677083015,0.242849379777908,0.242911666631699
6.92402490898303E-9,0.242225348949432,0.242326393723488,0.242846593260765
6.96428070767752E-9,0.241307586431503,0.241491749882698,0.242423519492149
7.00453695046122E-9,0.240429952740669,0.240618795156479,0.242000445723534
7.0447927491557E-9,0.239866316318512,0.23998261988163,0.241915971040726
7.08504854785019E-9,0.239742130041122,0.239741131663322,0.241831496357918
7.12530479063389E-9,0.240024402737617,0.23991097509861,0.241986125707626
7.16556058932838E-9,0.240520790219307,0.240345478057861,0.242140740156174
7.20581638802287E-9,0.241008386015892,0.240844905376434,0.242098733782768
7.24607263080657E-9,0.241314902901649,0.24122928082943,0.242056712508202
7.28632842950105E-9,0.24137170612812,0.241395592689514,0.241785049438477
7.32658422819554E-9,0.241241291165352,0.241360500454903,0.241513386368752
7.36684047097924E-9,0.241045460104942,0.241207614541054,0.241326615214348
7.40709626967373E-9,0.240917041897774,0.241054460406303,0.241139858961105
7.44735206836822E-9,0.240937411785126,0.240995287895203,0.2411799877882
7.48760786706271E-9,0.241101145744324,0.241059333086014,0.241220116615295
7.52786455393561E-9,0.2413449883461,0.241224676370621,0.241318702697754
7.5681203526301E-9,0.241570472717285,0.241423919796944,0.241417288780212
7.60837615132459E-9,0.241698175668716,0.241586029529572,0.24140939116478
7.64863195001908E-9,0.241699993610382,0.24166639149189,0.241401478648186
7.68888774871357E-9,0.2415971159935,0.241652354598045,0.241334602236748
7.72914354740806E-9,0.241453766822815,0.241571620106697,0.24126772582531
7.76940023428097E-9,0.241337180137634,0.241467133164406,0.241262584924698
7.80965603297545E-9,0.241291850805283,0.241380602121353,0.241257444024086
7.84991183166994E-9,0.241326570510864,0.241339892148972,0.2413170337677
7.89016763036443E-9,0.241410672664642,0.241346418857574,0.241376608610153
7.93042342905892E-9,0.241498544812202,0.241386145353317,0.241415023803711
7.97068011593183E-9,0.241547644138336,0.241434827446938,0.24145345389843
8.01093591462632E-9,0.241536945104599,0.241469487547874,0.241436570882797
8.0511917133208E-9,0.241475731134415,0.241479024291039,0.241419687867165
8.09144751201529E-9,0.241392150521278,0.241461768746376,0.241393998265266
8.13170331070978E-9,0.241322502493858,0.241427287459373,0.241368308663368
8.17195910940427E-9,0.241293117403984,0.241389036178589,0.241374030709267
8.21221579627718E-9,0.241309940814972,0.241358458995819,0.241379767656326
8.25247159497167E-9,0.241360321640968,0.241343840956688,0.241400092840195
8.29272739366615E-9,0.241417914628983,0.241345971822739,0.241420432925224
8.33298319236064E-9,0.241457089781761,0.241361290216446,0.241422846913338
8.37323899105513E-9,0.241463080048561,0.241383329033852,0.241425260901451
8.41349567792804E-9,0.241436183452606,0.241404116153717,0.241410747170448
8.45375147662253E-9,0.241391614079475,0.241418123245239,0.241396233439445
8.49400727531702E-9,0.2413499802351,0.241421729326248,0.241387963294983
8.53426307401151E-9,0.241328969597816,0.24141488969326,0.241379708051682
8.57451887270599E-9,0.241336241364479,0.241400852799416,0.241385489702225
8.61477467140048E-9,0.241366326808929,0.241384401917458,0.241391286253929
8.65503135827339E-9,0.241405293345451,0.241371542215347,0.241398081183434
8.69528715696788E-9,0.241436257958412,0.241366654634476,0.241404861211777
8.73554295566237E-9,0.241447150707245,0.241371497511864,0.241402760148048
8.77579875435686E-9,0.241435423493385,0.241384655237198,0.24140065908432
8.81605455305134E-9,0.241407722234726,0.241401314735413,0.241395056247711
8.85631123992425E-9,0.241377055644989,0.241415649652481,0.241389453411102
8.89656703861874E-9,0.241356417536736,0.241422384977341,0.241388916969299
8.93682283731323E-9,0.241353616118431,0.241418987512589,0.241388395428658
8.97707863600772E-9,0.241368636488914,0.241406962275505,0.24139216542244
9.01733443470221E-9,0.241393893957138,0.241390839219093,0.24139592051506
9.0575902333967E-9,0.241418316960335,0.241376951336861,0.241397753357887
9.0978469202696E-9,0.241431906819344,0.241370677947998,0.241399586200714
9.13810271896409E-9,0.241429701447487,0.241374328732491,0.241397798061371
9.17835851765858E-9,0.241413727402687,0.241386368870735,0.241395995020866
9.21861431635307E-9,0.241391316056252,0.241401821374893,0.241394221782684
9.25887011504756E-9,0.241372033953667,0.241414472460747,0.241392448544502
9.29912591374205E-9,0.241363555192947,0.241419315338135,0.241393133997917
9.33938260061495E-9,0.24136857688427,0.241414472460747,0.241393819451332
9.37963839930944E-9,0.241384252905846,0.241402119398117,0.241395324468613
9.41989419800393E-9,0.241403505206108,0.241387337446213,0.241396814584732
9.46014999669842E-9,0.24141825735569,0.241376131772995,0.241396874189377
9.50040579539291E-9,0.241422802209854,0.241372928023338,0.241396933794022
9.54066248226582E-9,0.241415858268738,0.241378784179688,0.241395860910416
9.5809182809603E-9,0.24140091240406,0.241391092538834,0.24139478802681
9.62117407965479E-9,0.241384476423264,0.241404697299004,0.241394445300102
9.66142987834928E-9,0.241373315453529,0.241414040327072,0.241394102573395
9.70168567704377E-9,0.241371646523476,0.241415470838547,0.241394996643066
9.74194147573826E-9,0.241379633545876,0.241408661007881,0.241395890712738
9.78219816261117E-9,0.241393506526947,0.241396635770798,0.241396009922028
9.82245396130565E-9,0.241407349705696,0.241384446620941,0.241396114230156
9.86270976000014E-9,0.241415560245514,0.24137707054615,0.241395771503448
9.90296555869463E-9,0.241415157914162,0.241377368569374,0.241395428776741
9.94322135738912E-9,0.24140727519989,0.241384595632553,0.241395503282547
9.98347804426203E-9,0.241394355893135,0.241396442055702,0.241395577788353
