s,DDR3_A0_U5.N3_NoTerm,DDR3_A0_U4.N3_NoTerm,DDR3_A0_U2.M4_NoTerm
3.90201915223543E-9,1.23425793647766,1.23445177078247,1.22997951507568
3.94903132416857E-9,1.23046898841858,1.23053097724915,1.22648537158966
3.99604349610172E-9,1.22775101661682,1.22765326499939,1.22666549682617
4.04305566803487E-9,1.22763812541962,1.22744143009186,1.22684574127197
4.09006783996801E-9,1.22954881191254,1.22936296463013,1.22948479652405
4.13708045599037E-9,1.23263645172119,1.23255741596222,1.23212397098541
4.18409262792352E-9,1.23512578010559,1.23519122600555,1.23271977901459
4.23110479985667E-9,1.23573327064514,1.23589992523193,1.23331558704376
4.27811697178981E-9,1.23461711406708,1.23479104042053,1.23174595832825
4.32512958781217E-9,1.23220694065094,1.23229694366455,1.23017632961273
4.37214175974532E-9,1.22989773750305,1.22985982894897,1.22968649864197
4.41915393167847E-9,1.22875463962555,1.2286171913147,1.22919678688049
4.46616610361161E-9,1.22893631458282,1.22877788543701,1.23045909404755
4.51317871963397E-9,1.23033213615417,1.23023688793182,1.23172152042389
4.56019089156712E-9,1.23194015026093,1.23195552825928,1.23241686820984
4.60720306350026E-9,1.23294985294342,1.23306024074554,1.23311233520508
4.65421523543341E-9,1.2330459356308,1.23318707942963,1.23231482505798
4.70122785145577E-9,1.23214828968048,1.2322438955307,1.23151731491089
4.74824002338892E-9,1.23094117641449,1.23094272613525,1.2308235168457
4.79525219532206E-9,1.23001062870026,1.22992408275604,1.23012971878052
4.84226436725521E-9,1.22971713542938,1.22959363460541,1.23056268692017
4.88927698327757E-9,1.2302303314209,1.23013758659363,1.2309957742691
4.93628915521072E-9,1.2311018705368,1.23108756542206,1.23156762123108
4.98330132714386E-9,1.23192298412323,1.23198902606964,1.23213934898376
5.03031349907701E-9,1.232337474823,1.23244380950928,1.17664933204651
5.07732567101016E-9,1.23213827610016,1.23222577571869,1.12115919589996
5.12433828703251E-9,1.23158943653107,1.23161268234253,0.956973075866699
5.17135045896566E-9,1.23074078559875,1.23069250583649,0.792788565158844
5.21836263089881E-9,1.22749745845795,1.22741377353668,0.604665160179138
5.26537480283196E-9,1.21912288665771,1.21905839443207,0.416541785001755
5.31238741885431E-9,1.19265556335449,1.1926816701889,0.31226772069931
5.35939959078746E-9,1.13781106472015,1.13794386386871,0.207994624972343
5.40641176272061E-9,1.04622220993042,1.04645037651062,0.185426875948906
5.45342393465376E-9,0.914488852024078,0.914745330810547,0.162859126925468
5.50043655067611E-9,0.761857092380524,0.762025415897369,0.184719890356064
5.54744872260926E-9,0.60580575466156,0.605827331542969,0.206580445170403
5.59446089454241E-9,0.469398438930511,0.469224244356155,0.246637254953384
5.64147306647556E-9,0.368125319480896,0.36781969666481,0.286694049835205
5.68848568249791E-9,0.300376713275909,0.300060033798218,0.326434910297394
5.73549785443106E-9,0.261156171560287,0.260943084955215,0.366175413131714
5.78251002636421E-9,0.236694812774658,0.236678168177605,0.373510241508484
5.82952219829735E-9,0.216213822364807,0.216370403766632,0.380845099687576
5.8765343702305E-9,0.195476546883583,0.195711478590965,0.357162863016129
5.92354698625286E-9,0.173559829592705,0.173743918538094,0.333480417728424
5.97055915818601E-9,0.158310532569885,0.158330351114273,0.310614883899689
6.01757133011915E-9,0.156189516186714,0.156032085418701,0.287749379873276
6.0645835020523E-9,0.166913956403732,0.16665443778038,0.280046999454498
6.11159611807466E-9,0.188693150877953,0.188456550240517,0.272344529628754
6.15860829000781E-9,0.212647795677185,0.212562888860703,0.266493886709213
6.20562046194095E-9,0.231638938188553,0.231740772724152,0.260643243789673
6.2526326338741E-9,0.242362141609192,0.242598861455917,0.249088302254677
6.29964524989646E-9,0.243676021695137,0.243926629424095,0.237533241510391
6.3466574218296E-9,0.240344598889351,0.240477040410042,0.23042169213295
6.39366959376275E-9,0.23670594394207,0.236663013696671,0.223310127854347
6.4406817656959E-9,0.236201703548431,0.236011072993279,0.226568534970284
6.48769438171826E-9,0.240691900253296,0.240459382534027,0.229826986789703
6.5347065536514E-9,0.247444629669189,0.24729685485363,0.235203117132187
6.58171872558455E-9,0.253737211227417,0.253745049238205,0.240579262375832
6.6287308975177E-9,0.256786584854126,0.25694265961647,0.240519315004349
6.67574306945085E-9,0.254911184310913,0.255128055810928,0.240459382534027
6.7227556854732E-9,0.24996118247509,0.250121533870697,0.238188579678535
6.76976785740635E-9,0.243890106678009,0.24391607940197,0.235917806625366
6.8167800293395E-9,0.239306673407555,0.239189013838768,0.237083226442337
6.86379220127264E-9,0.237960129976273,0.237768337130547,0.238248661160469
6.910804817295E-9,0.239209040999413,0.23904775083065,0.241301611065865
6.95781698922815E-9,0.242098048329353,0.242047756910324,0.244354546070099
7.0048291611613E-9,0.244597226381302,0.244679644703865,0.244732111692429
7.05184133309444E-9,0.245225206017494,0.245388463139534,0.245109677314758
7.0988539491168E-9,0.244044184684753,0.244197741150856,0.2431480884552
7.14586612104995E-9,0.241450548171997,0.241515517234802,0.241186529397964
7.1928782929831E-9,0.238954573869705,0.238900646567345,0.240475416183472
7.23989046491624E-9,0.237727865576744,0.237591400742531,0.23976431787014
7.2869030809386E-9,0.23798456788063,0.237842053174973,0.240933731198311
7.33391525287175E-9,0.239635810256004,0.239561691880226,0.242103144526482
7.3809274248049E-9,0.241586774587631,0.241616725921631,0.242700755596161
7.42793959673804E-9,0.242938488721848,0.243049219250679,0.243298381567001
7.4749522127604E-9,0.24328188598156,0.243410259485245,0.242399930953979
7.52196438469355E-9,0.242477923631668,0.242555573582649,0.241501495242119
7.56897655662669E-9,0.241237729787827,0.241226404905319,0.240769878029823
7.61598872855984E-9,0.240188390016556,0.240100711584091,0.240038260817528
7.66300090049299E-9,0.239778935909271,0.239665895700455,0.24050010740757
7.71001307242614E-9,0.24024486541748,0.24016772210598,0.240961953997612
7.75702524435928E-9,0.24114890396595,0.241146400570869,0.241582080721855
7.80403830447085E-9,0.242073491215706,0.242141336202621,0.242202207446098
7.851050476404E-9,0.242599993944168,0.24269787967205,0.241989344358444
7.89806264833715E-9,0.242469266057014,0.242543324828148,0.241776496171951
7.94507482027029E-9,0.241920158267021,0.241932615637779,0.241284251213074
7.99208699220344E-9,0.241208955645561,0.241157919168472,0.240792021155357
8.03909916413659E-9,0.240697100758553,0.240613728761673,0.240865468978882
8.08611133606973E-9,0.240632727742195,0.240563586354256,0.240938931703568
8.13312350800288E-9,0.240918353199959,0.240899220108986,0.241334170103073
8.18013567993603E-9,0.241419360041618,0.241456583142281,0.241729393601418
8.2271487400476E-9,0.241848319768906,0.241918385028839,0.241765305399895
8.27416091198074E-9,0.241992056369781,0.242055296897888,0.241801217198372
8.32117308391389E-9,0.24186247587204,0.241885721683502,0.24151936173439
8.36818525584704E-9,0.241513833403587,0.241487756371498,0.241237491369247
8.41519742778019E-9,0.241161197423935,0.241102993488312,0.241154283285141
8.46220959971333E-9,0.240974813699722,0.240917921066284,0.241071060299873
8.50922177164648E-9,0.240991592407227,0.240966185927391,0.241263508796692
8.55623394357963E-9,0.241208106279373,0.241225346922874,0.24145595729351
8.60324700369119E-9,0.241473197937012,0.24152098596096,0.241556257009506
8.65025917562434E-9,0.241659253835678,0.241709768772125,0.241656541824341
8.69727134755749E-9,0.241705656051636,0.241731807589531,0.241532385349274
8.74428351949064E-9,0.241586342453957,0.241575956344604,0.241408213973045
8.79129569142378E-9,0.241399899125099,0.241361066699028,0.241306737065315
8.83830786335693E-9,0.241235896945,0.241191521286964,0.241205260157585
8.88532003529008E-9,0.241160944104195,0.241135090589523,0.24127596616745
8.93233220722323E-9,0.241214632987976,0.241219758987427,0.241346672177315
8.97934526733479E-9,0.241338416934013,0.241369634866714,0.241436377167702
9.02635743926794E-9,0.241473838686943,0.241512477397919,0.241526082158089
9.07336961120109E-9,0.241558343172073,0.241583243012428,0.241491764783859
9.12038178313423E-9,0.241548955440521,0.241547748446465,0.24145744740963
9.16739395506738E-9,0.241475135087967,0.241450324654579,0.241383612155914
9.21440612700053E-9,0.241371333599091,0.241337954998016,0.241309762001038
9.26141829893368E-9,0.241290986537933,0.241267517209053,0.241320252418518
9.30843047086682E-9,0.241274520754814,0.24127285182476,0.241330727934837
9.35544264279997E-9,0.241312116384506,0.241331592202187,0.241388007998466
9.40245570291154E-9,0.24138680100441,0.241415426135063,0.241445288062096
9.44946787484469E-9,0.24145619571209,0.241477981209755,0.241449385881424
9.49648004677783E-9,0.241485580801964,0.241489306092262,0.241453498601913
9.54349221871098E-9,0.241472586989403,0.241457521915436,0.241411775350571
9.59050439064413E-9,0.241422325372696,0.24139791727066,0.241370037198067
9.63751656257728E-9,0.241366297006607,0.241346314549446,0.241358414292336
9.68452873451042E-9,0.241332322359085,0.241327196359634,0.241346791386604
9.73154090644357E-9,0.241329580545425,0.241341024637222,0.241375491023064
9.77855396655514E-9,0.241360366344452,0.241381049156189,0.241404190659523
9.82556613848828E-9,0.241402834653854,0.241420984268188,0.241418749094009
9.87257831042143E-9,0.241435945034027,0.241441965103149,0.241433307528496
9.91959048235458E-9,0.241447553038597,0.241439059376717,0.241414934396744
9.96660265428773E-9,0.241431206464767,0.241413816809654,0.241396546363831
