s,DDR3_A2_U5.P3_NoTerm,DDR3_A2_U4.P3_NoTerm,DDR3_A2_U2.K4_NoTerm
2.44463849163878E-9,0.579506993293762,0.579366683959961,1.31388545036316
2.49165066357193E-9,0.737810909748077,0.737703919410706,1.28981161117554
2.53866283550508E-9,0.895682811737061,0.895647644996643,1.26573777198792
2.58567522948283E-9,1.03089690208435,1.0309853553772,1.22122538089752
2.63268740141598E-9,1.12714040279388,1.12733674049377,1.17671322822571
2.67969979539373E-9,1.18861401081085,1.18884217739105,1.13562393188477
2.72671196732688E-9,1.22316062450409,1.22333967685699,1.0945348739624
2.77372436130463E-9,1.24458920955658,1.24463558197021,1.08918416500092
2.82073653323778E-9,1.26434099674225,1.2642480134964,1.08383357524872
2.86774892721553E-9,1.28407526016235,1.28390514850616,1.10952293872833
2.91476109914868E-9,1.30256628990173,1.3024138212204,1.13521218299866
2.96177349312643E-9,1.31347036361694,1.31343030929565,1.15868663787842
3.00878566505958E-9,1.31090474128723,1.31100404262543,1.18216097354889
3.05579805903733E-9,1.29658806324005,1.29677617549896,1.19120335578918
3.10281023097048E-9,1.27340996265411,1.2735949754715,1.20024573802948
3.14982262494823E-9,1.24964690208435,1.24972558021545,1.20795822143555
3.19683479688138E-9,1.23248219490051,1.23241627216339,1.21567070484161
3.24384719085913E-9,1.2238461971283,1.22367072105408,1.22735798358917
3.29085936279228E-9,1.22391974925995,1.22372400760651,1.23904526233673
3.33787153472542E-9,1.22790133953094,1.22779035568237,1.24507999420166
3.38488392870318E-9,1.2311487197876,1.23117363452911,1.25111484527588
3.43189610063632E-9,1.23137831687927,1.23152053356171,1.24723923206329
3.47890849461407E-9,1.2274934053421,1.22767400741577,1.24336349964142
3.52592066654722E-9,1.22213053703308,1.22224950790405,1.23805940151215
3.57293306052497E-9,1.21807444095612,1.21807277202606,1.23275530338287
3.61994523245812E-9,1.21709132194519,1.2169736623764,1.23260962963104
3.66695762643587E-9,1.22023403644562,1.22006642818451,1.23246395587921
3.71396979836902E-9,1.22554504871368,1.22541999816895,1.23401176929474
3.76098219234677E-9,1.2309285402298,1.23090815544128,1.23555970191956
3.80799436427992E-9,1.23453450202942,1.23462569713593,1.2341411113739
3.85500653621307E-9,1.23507988452911,1.2352294921875,1.23272264003754
3.90201915223543E-9,1.23352599143982,1.23365128040314,1.23021006584167
3.94903132416857E-9,1.2310802936554,1.2311178445816,1.22769749164581
3.99604349610172E-9,1.22922885417938,1.22916305065155,1.22776615619659
4.04305566803487E-9,1.22911202907562,1.22898364067078,1.22783482074738
4.09006783996801E-9,1.23035573959351,1.23023676872253,1.22963047027588
4.13708045599037E-9,1.23234617710114,1.23229837417603,1.23142623901367
4.18409262792352E-9,1.2339940071106,1.23403930664063,1.23192226886749
4.23110479985667E-9,1.23440098762512,1.2345095872879,1.23241829872131
4.27811697178981E-9,1.23367917537689,1.23378956317902,1.23149478435516
4.32512958781217E-9,1.23213326931,1.23218750953674,1.23057115077972
4.37214175974532E-9,1.23059916496277,1.23057126998901,1.23028206825256
4.41915393167847E-9,1.22980141639709,1.22971165180206,1.22999310493469
4.46616610361161E-9,1.22983086109161,1.2297306060791,1.23076891899109
4.51317871963397E-9,1.2306147813797,1.23055744171143,1.23154473304749
4.56019089156712E-9,1.23157739639282,1.23159110546112,1.23198175430298
4.60720306350026E-9,1.23218941688538,1.23226201534271,1.23241889476776
4.65421523543341E-9,1.23227572441101,1.23236489295959,1.23196160793304
4.70122785145577E-9,1.23178446292877,1.23184192180634,1.23150432109833
4.74824002338892E-9,1.23108899593353,1.23108601570129,1.23108673095703
4.79525219532206E-9,1.23055374622345,1.23049604892731,1.23066926002502
4.84226436725521E-9,1.23036813735962,1.23029005527496,1.23088979721069
4.88927698327757E-9,1.23063552379608,1.23057985305786,1.23111045360565
4.93628915521072E-9,1.23112046718597,1.23111546039581,1.23142290115356
4.98330132714386E-9,1.23157918453217,1.23162388801575,1.23173534870148
5.03031349907701E-9,1.23182952404022,1.2318971157074,1.17635178565979
5.07732567101016E-9,1.23174929618835,1.23180210590363,1.12096810340881
5.12433828703251E-9,1.23147058486938,1.23148143291473,0.95705109834671
5.17135045896566E-9,1.23114287853241,1.23110890388489,0.793135583400726
5.21836263089881E-9,1.22770643234253,1.22765457630157,0.604957461357117
5.26537480283196E-9,1.21835541725159,1.2183198928833,0.416779279708862
5.31238741885431E-9,1.19076919555664,1.19079720973969,0.312254518270493
5.35939959078746E-9,1.13427770137787,1.13437843322754,0.207730755209923
5.40641176272061E-9,1.04269230365753,1.04285287857056,0.185591831803322
5.45342393465376E-9,0.912542819976807,0.912720918655396,0.163452908396721
5.50043655067611E-9,0.762056171894073,0.762169599533081,0.186110854148865
5.54744872260926E-9,0.608876764774323,0.608887374401093,0.208768576383591
5.59446089454241E-9,0.47380530834198,0.473682910203934,0.248028203845024
5.64147306647556E-9,0.372377276420593,0.372163027524948,0.287287831306458
5.68848568249791E-9,0.303361058235168,0.303140431642532,0.324916541576385
5.73549785443106E-9,0.261883348226547,0.261733502149582,0.362544924020767
5.78251002636421E-9,0.235803321003914,0.23578730225563,0.369713485240936
5.82952219829735E-9,0.214619368314743,0.21472342312336,0.376882016658783
5.8765343702305E-9,0.194702863693237,0.194860145449638,0.355306297540665
5.92354698625286E-9,0.175171181559563,0.17529471218586,0.333730399608612
5.97055915818601E-9,0.161800533533096,0.161813944578171,0.31183186173439
6.01757133011915E-9,0.160367175936699,0.160260140895844,0.289933323860168
6.0645835020523E-9,0.170196056365967,0.170021563768387,0.280948102474213
6.11159611807466E-9,0.189469233155251,0.189310684800148,0.271962821483612
6.15860829000781E-9,0.211027801036835,0.210970893502235,0.265330225229263
6.20562046194095E-9,0.228470385074615,0.228539153933525,0.258697628974915
6.2526326338741E-9,0.239098772406578,0.239256426692009,0.24838162958622
6.29964524989646E-9,0.241838485002518,0.242004811763763,0.238065525889397
6.3466574218296E-9,0.240336298942566,0.240423783659935,0.231910437345505
6.39366959376275E-9,0.238338828086853,0.238309606909752,0.225755348801613
6.4406817656959E-9,0.238373622298241,0.238248094916344,0.22809262573719
6.48769438171826E-9,0.241980269551277,0.241828233003616,0.23042993247509
6.5347065536514E-9,0.247247740626335,0.247152432799339,0.234734922647476
6.58171872558455E-9,0.251988142728806,0.251995533704758,0.239039897918701
6.6287308975177E-9,0.254329234361649,0.254432171583176,0.239405781030655
6.67574306945085E-9,0.252975314855576,0.253116220235825,0.239771664142609
6.7227556854732E-9,0.249229311943054,0.24933160841465,0.238428592681885
6.76976785740635E-9,0.244622573256493,0.24463652074337,0.237085536122322
6.8167800293395E-9,0.240961849689484,0.240883901715279,0.238052845001221
6.86379220127264E-9,0.239618226885796,0.239494308829308,0.239020168781281
6.910804817295E-9,0.240172982215881,0.240071088075638,0.241243004798889
6.95781698922815E-9,0.241913288831711,0.241884335875511,0.243465811014175
7.0048291611613E-9,0.243522793054581,0.243578284978867,0.243825286626816
7.05184133309444E-9,0.243908643722534,0.244013905525208,0.244184777140617
7.0988539491168E-9,0.243107855319977,0.243204101920128,0.242898032069206
7.14586612104995E-9,0.241401478648186,0.241439208388329,0.241611286997795
7.1928782929831E-9,0.239712953567505,0.239675238728523,0.241079896688461
7.23989046491624E-9,0.238859355449677,0.238771095871925,0.240548491477966
7.2869030809386E-9,0.238969132304192,0.23888011276722,0.241228610277176
7.33391525287175E-9,0.239984542131424,0.239941269159317,0.241908729076385
7.3809274248049E-9,0.241249069571495,0.24127185344696,0.242266118526459
7.42793959673804E-9,0.242151603102684,0.242223709821701,0.242623507976532
7.4749522127604E-9,0.242447018623352,0.24252712726593,0.242070823907852
7.52196438469355E-9,0.242036074399948,0.242081537842751,0.241518154740334
7.56897655662669E-9,0.241321980953217,0.241310775279999,0.241053447127342
7.61598872855984E-9,0.240709975361824,0.240652158856392,0.240588739514351
7.66300090049299E-9,0.240451470017433,0.240380764007568,0.240834981203079
7.71001307242614E-9,0.240698859095573,0.240653529763222,0.241081207990646
7.75702524435928E-9,0.241217449307442,0.241220027208328,0.241443067789078
7.80403830447085E-9,0.241751447319984,0.241797029972076,0.24180494248867
7.851050476404E-9,0.242076709866524,0.242138251662254,0.241704195737839
7.89806264833715E-9,0.242033243179321,0.242076992988586,0.241603448987007
7.94507482027029E-9,0.241743460297585,0.241747260093689,0.241336494684219
7.99208699220344E-9,0.241357252001762,0.241322040557861,0.241069555282593
8.03909916413659E-9,0.2410609126091,0.241008058190346,0.241101831197739
8.08611133606973E-9,0.241001680493355,0.24096055328846,0.241134092211723
8.13312350800288E-9,0.241133958101273,0.241125717759132,0.241343885660172
8.18013567993603E-9,0.241384148597717,0.241410747170448,0.241553664207458
8.2271487400476E-9,0.241612046957016,0.241656944155693,0.241581976413727
8.27416091198074E-9,0.241697743535042,0.241735681891441,0.241610273718834
8.32117308391389E-9,0.241644084453583,0.241655260324478,0.241471007466316
8.36818525584704E-9,0.241477563977242,0.241457983851433,0.241331741213799
8.41519742778019E-9,0.24129781126976,0.241260021924973,0.24128495156765
8.46220959971333E-9,0.241196110844612,0.24116162955761,0.241238161921501
8.50922177164648E-9,0.241191864013672,0.241178885102272,0.241327941417694
8.55623394357963E-9,0.241286188364029,0.241300106048584,0.241417720913887
8.60324700369119E-9,0.241412729024887,0.241444244980812,0.241468295454979
8.65025917562434E-9,0.241506263613701,0.241537228226662,0.24151885509491
8.69727134755749E-9,0.24153807759285,0.241551980376244,0.24146369099617
8.74428351949064E-9,0.241492480039597,0.241483092308044,0.241408511996269
8.79129569142378E-9,0.241409838199615,0.241383790969849,0.241360053420067
8.83830786335693E-9,0.241333365440369,0.241305813193321,0.241311594843864
8.88532003529008E-9,0.24129256606102,0.241278380155563,0.24134036898613
8.93233220722323E-9,0.24130867421627,0.241314500570297,0.241369128227234
8.97934526733479E-9,0.241359770298004,0.241381108760834,0.241409167647362
9.02635743926794E-9,0.241419434547424,0.24144372344017,0.241449192166328
9.07336961120109E-9,0.241461426019669,0.241475448012352,0.241436630487442
9.12038178313423E-9,0.241464123129845,0.241461083292961,0.241424083709717
9.16739395506738E-9,0.241436988115311,0.241419672966003,0.241392955183983
9.21440612700053E-9,0.241394266486168,0.241373002529144,0.241361826658249
9.26141829893368E-9,0.241357177495956,0.241343632340431,0.241364568471909
9.30843047086682E-9,0.241345047950745,0.241345956921577,0.241367310285568
9.35544264279997E-9,0.241356238722801,0.241370126605034,0.241390213370323
9.40245570291154E-9,0.241384789347649,0.24140328168869,0.241413131356239
9.44946787484469E-9,0.241414859890938,0.241427704691887,0.241415932774544
9.49648004677783E-9,0.241430625319481,0.241431310772896,0.241418734192848
9.54349221871098E-9,0.241429284214973,0.241418272256851,0.241403013467789
9.59050439064413E-9,0.241411611437798,0.241395652294159,0.241387277841568
9.63751656257728E-9,0.241388648748398,0.241376638412476,0.241382122039795
9.68452873451042E-9,0.241372495889664,0.241370633244514,0.241376966238022
9.73154090644357E-9,0.24136808514595,0.241376668214798,0.241387158632278
9.77855396655514E-9,0.241377636790276,0.241391330957413,0.241397351026535
9.82556613848828E-9,0.241394072771072,0.241405174136162,0.241403102874756
9.87257831042143E-9,0.241408631205559,0.241411328315735,0.241408869624138
9.91959048235458E-9,0.241415753960609,0.241409182548523,0.241402745246887
9.96660265428773E-9,0.241411760449409,0.241400092840195,0.241396620869637
